time_index,historical_tb,forecast_mlp_tb,forecast_lstm_tb,forecast_gru_tb,forecast_pint_tb,forecast_tfkan_tb,forecast_exp_tb,forecast_arima_tb,forecast_prophet_tb,forecast_moe_tb
639,336.98774524048,,,,,,,,,
640,336.98026260928,,,,,,,,,
641,336.98161597008,,,,,,,,,
642,336.96976008208,,,,,,,,,
643,336.95468297168,,,,,,,,,
644,336.92172136608,,,,,,,,,
645,336.91187874208,,,,,,,,,
646,336.91971928688,,,,,,,,,
647,336.92625121008,,,,,,,,,
648,336.92696703728,,,,,,,,,
649,336.92651964528,,,,,,,,,
650,336.92256022608,,,,,,,,,
651,336.92135226768,,,,,,,,,
652,336.92399188048,,,,,,,,,
653,336.92448401168,,,,,,,,,
654,336.92408135888,,,,,,,,,
655,336.92519983888,,,,,,,,,
656,337.12066540368,,,,,,,,,
657,337.11220969488,,,,,,,,,
658,337.11552039568,,,,,,,,,
659,337.11641517968,,,,,,,,,
660,337.12147070928,,,,,,,,,
661,337.12303658128,,,,,,,,,
662,337.12719732688,,,,,,,,,
663,337.15506984848,,,,,,,,,
664,337.17157861328,,,,,,,,,
665,337.15914111568,,,,,,,,,
666,337.14746418448,,,,,,,,,
667,337.12994878768,,,,,,,,,
668,337.13416545728,,,,,,,,,
669,337.13843805088,,,,,,,,,
670,337.15402966208,,,,,,,,,
671,337.15868253888,,,,,,,,,
672,337.16203797888,,,,,,,,,
673,337.16610924608,,,,,,,,,
674,337.16940876208,,,,,,,,,
675,337.16924099008,,,,,,,,,
676,337.17232799488,,,,,,,,,
677,337.17487812928,,,,,,,,,
678,337.17590713088,,,,,,,,,
679,337.17970996288,,,,,,,,,
680,337.38246801728,,,,,,,,,
681,337.37817305408,,,,,,,,,
682,337.38237853888,,,,,,,,,
683,337.36318542208,,,,,,,,,
684,337.26672770688,,,,,,,,,
685,337.26493813888,,,,,,,,,
686,337.27084371328,,,,,,,,,
687,337.29495814208,,,,,,,,,
688,337.30730616128,,,,,,,,,
689,337.31069515568,,,,,,,,,
690,337.32635387568,,,,,,,,,
691,337.34706812528,,,,,,,,,
692,337.36435982608,,,,,,,,,
693,337.37968300208,,,,,,,,,
694,337.39554304848,,,,,,,,,
695,337.39958076128,,,,,,,,,
696,337.40211971088,,,,,,,,,
697,337.40301449488,,,,,,,,,
698,337.40041962128,,,,,,,,,
699,337.39804844368,,,,,,,,,
700,337.39997222928,,,,,,,,,
701,337.40431193168,,,,,,,,,
702,337.40677258768,,,,,,,,,
703,337.40896480848,,,,,,,,,
704,337.40847267728,,,,,,,,,
705,337.41012802768,,,,,,,,,
706,337.40923324368,,,,,,,,,
707,337.41182811728,,,,,,,,,
708,337.41030698448,,,,,,,,,
709,337.40578832528,,,,,,,,,
710,337.39724313808,,,,,,,,,
711,337.39446930768,,,,,,,,,
712,337.40059857808,,,,,,,,,
713,337.40615742368,,,,,,,,,
714,337.40954641808,,,,,,,,,
715,337.41518355728,,,,,,,,,
716,337.40860689488,,,,,,,,,
717,337.40780158928,,,,,,,,,
718,337.41012802768,,,,,,,,,
719,337.41281237968,,,,,,,,,
720,337.41572042768,,,,,,,,,
721,337.42032856528,,,,,,,,,
722,337.42478011568,,,,,,,,,
723,337.42691641248,,,,,,,,,
724,337.42142467568,,,,,,,,,
725,337.42563016048,,,,,,,,,
726,337.42834806688,,,,,,,,,
727,337.42502618128,,,,,,,,,
728,337.41801331168,,,,,,,,,
729,337.42082069648,,,,,,,,,
730,337.41917653088,,,,,,,,,
731,337.42510447488,,,,,,,,,
732,337.42501499648,,,,,,,,,
733,337.42878427408,,,,,,,,,
734,337.42114505568,,,,,,,,,
735,337.42097728368,,,,,,,,,
736,337.42545120368,,,,,,,,,
737,337.42728551088,,,,,,,,,
738,337.43131203888,,,,,,,,,
739,337.43484643568,,,,,,,,,
740,337.43951049728,,,,,,,,,
741,337.44114347808,,,,,,,,,
