Real_TB,MLP_TB,LSTM_TB,GRU_TB,TFKAN_TB,PINT_TB,EXP_TB,ARIMA_TB,PROPHET_TB,MOE_TB
393.31906,394.4406,369.03717,395.683,389.3096,389.9124,384.81116,396.13474,391.2761986298702,392.04785
393.3658,394.4983,369.04874,395.73682,389.3558,389.9231,384.82492,396.16284,391.2991388439792,392.09213
393.3737,394.53476,369.05063,395.77057,389.35577,389.93658,384.83865,396.19095,391.30434739107443,392.12064
393.3657,394.55966,369.05325,395.78674,389.36414,389.95248,384.85242,396.21906,391.3063283624684,392.1413
393.3841,394.56772,369.0649,395.79657,389.3443,389.96982,384.8662,396.24716,391.3266843836557,392.15347
393.38013,394.6173,369.13312,395.81467,389.36365,389.98804,384.87997,396.27527,391.37242474578534,392.17694
393.6139,394.7217,369.28857,395.83163,389.51044,390.00653,384.89374,396.30338,391.4267548708131,392.212
393.61935,394.76544,369.28577,395.8943,389.52863,390.02682,384.9075,396.33148,391.46212255941,392.257
393.5718,394.78912,369.27475,395.92227,389.51865,390.04977,384.92123,396.3596,391.46401660750035,392.28207
393.50284,394.7607,369.2592,395.92175,389.46872,390.07382,384.935,396.3877,391.44346746855643,392.27774
393.4451,394.74,369.2438,395.90897,389.40643,390.09766,384.94876,396.41583,391.4267913296355,392.27246
393.4073,394.73428,369.22446,395.90405,389.4154,390.1194,384.96252,396.4439,391.432595180896,392.2832
393.3856,394.7527,369.20416,395.91193,389.39273,390.13852,384.9763,396.47202,391.4576218685346,392.30536
393.38318,394.7545,369.18542,395.92572,389.38394,390.1549,384.99002,396.50012,391.4836574814788,392.32394
393.34552,394.72366,369.16904,395.9438,389.3581,390.16876,385.0038,396.52823,391.49728421810835,392.32892
393.3272,394.72214,369.15982,395.95328,389.35196,390.18018,385.01758,396.55634,391.50235301776445,392.34024
393.34976,394.72388,369.15503,395.9635,389.33847,390.18893,385.03134,396.58444,391.51371341567955,392.35205
393.4021,394.75232,369.15503,395.98306,389.35422,390.19592,385.0451,396.61255,391.53994943873283,392.3784
393.43854,394.79584,369.15314,396.01077,389.37476,390.20218,385.05884,396.64062,391.5736241834034,392.41336
393.47754,394.82825,369.15244,396.03564,389.3902,390.2085,385.0726,396.66876,391.5991143633683,392.44226
393.48383,394.8436,369.15405,396.059,389.39017,390.21545,385.08636,396.69687,391.6095590913267,392.4613
393.49628,394.8555,369.15756,396.07495,389.3867,390.22308,385.10013,396.72495,391.6148754271111,392.47614
393.50732,394.8521,369.16458,396.09122,389.38675,390.2315,385.1139,396.75308,391.6320186994468,392.48715
393.5162,394.8625,369.1915,396.10883,389.37708,390.24036,385.12762,396.7812,391.66717814950937,392.50116
393.68704,394.92047,369.2997,396.12708,389.44046,390.24948,385.1414,396.80927,391.7085272913723,392.52185
393.72144,394.96545,369.3096,396.17853,389.48264,390.2602,385.15518,396.8374,391.7377055397445,392.56213
393.7299,395.00046,369.31198,396.2099,389.48816,390.27335,385.16895,396.8655,391.7490923556778,392.59076
393.73315,395.01474,369.3136,396.22644,389.48904,390.28854,385.1827,396.89362,391.7571906332869,392.60828
393.72653,395.02545,369.32474,396.24005,389.47632,390.30518,385.19647,396.92172,391.78358428606145,392.62378
393.73566,395.05908,369.38364,396.25342,389.48578,390.32227,385.2102,396.9498,391.83525720737396,392.6429
393.9801,395.16602,369.53717,396.27167,389.64447,390.33966,385.22397,396.97794,391.89539065336777,392.6812
393.99188,395.2167,369.5342,396.33624,389.66412,390.35892,385.23773,397.00604,391.9364205629332,392.72986
393.9601,395.24518,369.5235,396.36566,389.65192,390.381,385.2515,397.03412,391.9438339457349,392.7574
393.87366,395.23138,369.50916,396.36975,389.6131,390.40482,385.26526,397.06226,391.9286640261331,392.76025
393.82526,395.1957,369.49185,396.35214,389.53806,390.42825,385.279,397.09033,391.91722553805005,392.74902
393.81693,395.1867,369.47275,396.34708,389.54434,390.45007,385.29276,397.11844,391.9280991922161,392.75894
393.80807,395.20804,369.4539,396.3618,389.5291,390.46997,385.30655,397.14658,391.9579906807523,392.7848
393.7886,395.21875,369.43665,396.3799,389.5293,390.48776,385.3203,397.17465,391.98868931614174,392.80865
393.7591,395.18466,369.4207,396.3943,389.4937,390.5032,385.33408,397.20276,392.00677019448415,392.81143
393.75528,395.17563,369.41132,396.40384,389.48358,390.51642,385.3478,397.2309,392.0160846322315,392.82062
393.77417,395.17984,369.4133,396.41742,389.48083,390.52756,385.36157,397.25897,392.0314751195206,392.83435
393.78912,395.21667,369.41998,396.43698,389.4969,390.53702,385.37534,397.28708,392.0615101775644,392.86298
393.8205,395.25024,369.42172,396.45645,389.50458,390.54507,385.3891,397.31522,392.09874737719196,392.89178
393.82892,395.2753,369.42273,396.4785,389.5251,390.55258,385.40286,397.3433,392.1275335838621,392.91806
393.83762,395.28238,369.42273,396.49582,389.5134,390.55972,385.4166,397.37143,392.14102549503247,392.93277
393.8406,395.2982,369.42395,396.51196,389.51038,390.56696,385.43036,397.3995,392.14914780266605,392.94983
393.8456,395.29068,369.42712,396.52734,389.5062,390.5741,385.44412,397.4276,392.1688430032663,392.95984
393.85568,395.29578,369.44614,396.54376,389.49747,390.5812,385.45792,397.45575,392.20629379183185,392.9737
394.03094,395.34686,369.53342,396.562,389.5558,390.58838,385.47168,397.48383,392.2496610738112,392.9961
394.0488,395.39218,369.53705,396.61398,389.59305,390.59702,385.48544,397.51193,392.2805853734142,393.0375
394.05185,395.42642,369.53433,396.64133,389.5896,390.6079,385.49918,397.54004,392.29345728624844,393.06525
394.04474,395.4461,369.5305,396.65518,389.59534,390.62054,385.51294,397.56815,392.3027900761996,393.08527
394.04892,395.4385,369.53214,396.66602,389.5707,390.6342,385.5267,397.59625,392.3301787949633,393.09485
394.06595,395.47736,369.5917,396.68134,389.58774,390.64853,385.54047,397.62436,392.38258070304516,393.11676
394.0763,395.5869,369.75177,396.70212,389.74045,390.66318,385.55423,397.65247,392.44316812042416,393.1552
394.0826,395.6074,369.75244,396.72284,389.74512,390.67606,385.56796,397.68057,392.48438300538464,393.1809
394.08646,395.59445,369.75085,396.74182,389.73465,390.6891,385.58173,397.70868,392.4917394692805,393.18927
394.10458,395.584,369.75076,396.75934,389.71597,390.70236,385.59552,397.7368,392.476296193455,393.19397
394.1077,395.5876,369.7559,396.77945,389.70508,390.71637,385.60928,397.76492,392.46437114626445,393.20416
394.10916,395.60373,369.7645,396.79672,389.707,390.7305,385.62305,397.793,392.4745436925993,393.22144
394.08923,395.62558,369.77112,396.8126,389.71097,390.7442,385.63678,397.8211,392.50351680466656,393.24353
394.09393,395.6245,369.7755,396.8236,389.6983,390.75714,385.65054,397.8492,392.53309360940654,393.25592
394.0642,395.61993,369.78,396.83926,389.68524,390.76938,385.6643,397.87732,392.5498506074468,393.2663
394.03525,395.6255,369.78436,396.84918,389.66776,390.78055,385.67807,397.90543,392.55767420005486,393.2771
394.0146,395.61865,369.78897,396.85767,389.66095,390.79013,385.69183,397.93353,392.57142141075843,393.28467
394.00293,395.62256,369.7906,396.8685,389.6526,390.79776,385.70557,397.96164,392.59966212178176,393.2989
394.00198,395.63718,369.7901,396.88223,389.6629,390.80374,385.71933,397.98972,392.63494503561134,393.31998
394.0105,395.6529,369.78622,396.89877,389.66483,390.8082,385.7331,398.01785,392.6616548513794,393.34082
394.02078,395.65973,369.78265,396.91745,389.66644,390.8118,385.7469,398.04596,392.6729611779315,393.35675
394.03003,395.6677,369.78024,396.93628,389.6705,390.81494,385.76065,398.07404,392.6788114391313,393.37216
394.04044,395.67343,369.78394,396.9543,389.66992,390.81796,385.7744,398.10217,392.696161827052,393.38678
394.04477,395.6818,369.84628,396.9721,389.66217,390.821,385.78815,398.13028,392.7312118275184,393.39337
394.21,395.76044,369.99707,396.98862,389.7513,390.82422,385.8019,398.15836,392.77210521822684,393.4141
394.23468,395.79303,370.01132,397.0376,389.77304,390.8288,385.81567,398.1865,392.80050812521915,393.44653
394.24203,395.82285,370.0202,397.06552,389.7763,390.83594,385.82944,398.2146,392.81084286627055,393.4704
394.22794,395.8282,370.03088,397.0807,389.76218,390.8452,385.8432,398.24268,392.8176517054205,393.4811
394.20187,395.82922,370.05005,397.09024,389.73947,390.85574,385.85693,398.2708,392.8425298828626,393.48962
394.19043,395.8423,370.07294,397.09842,389.76004,390.86655,385.8707,398.2989,392.8924474482274,393.50748
394.17548,395.86496,370.09177,397.11166,389.7695,390.87704,385.8845,398.32703,392.9505753997842,393.53128
394.16748,395.8758,370.11127,397.1263,389.76938,390.8869,385.89825,398.35513,392.98937042734025,393.54767
394.1634,395.87732,370.1313,397.14233,389.76318,390.8959,385.91202,398.3832,392.99437010331627,393.55554
394.15894,395.89255,370.15036,397.1589,389.77527,390.90414,385.92575,398.41135,392.97666237259097,393.56622
394.15384,395.9033,370.1607,397.17477,389.7766,390.9114,385.9395,398.43942,392.9625873244355,393.5767
394.18103,395.91174,370.1676,397.18973,389.7795,390.91794,385.95328,398.46753,392.97072125667967,393.59012
394.18985,395.92993,370.172,397.21115,389.78714,390.9242,385.96704,398.49567,392.9977601010909,393.612
394.16052,395.94583,370.17584,397.22992,389.79498,390.9306,385.9808,398.52374,393.0255061151074,393.6326
394.08768,395.9361,370.17612,397.2387,389.77277,390.93637,385.99454,398.55185,393.0405741938662,393.63907
393.99994,395.91403,370.17242,397.23575,389.72778,390.94077,386.0083,398.58,393.04686009273127,393.63644
393.9303,395.87515,370.1634,397.22882,389.6894,390.94266,386.02206,398.60806,393.05923026378053,393.6291
393.9025,395.8533,370.14966,397.2277,389.6648,390.94147,386.03586,398.63617,393.0862539332099,393.6326
393.89627,395.8397,370.13464,397.23874,389.65707,390.93756,386.04962,398.6643,393.1204866033429,393.64398
393.89838,395.84103,370.12088,397.257,389.66214,390.93158,386.0634,398.69238,393.14629619206255,393.66125
393.90466,395.8466,370.10904,397.2767,389.6603,390.9242,386.07712,398.72052,393.1568786088288,393.67715
393.90765,395.84668,370.0998,397.29556,389.661,390.91614,386.09088,398.7486,393.16219655429256,393.6897
393.9264,395.8501,370.10065,397.31213,389.6591,390.90793,386.10464,398.7767,393.1792065143032,393.7026
393.94577,395.85828,370.18756,397.33112,389.65604,390.90015,386.1184,398.80484,393.21408302753105,393.70395
394.0975,395.93552,370.3547,397.3509,389.73764,390.8933,386.13217,398.83292,393.2549812617168,393.71988
394.0494,395.96912,370.38638,397.39755,389.7617,390.88864,386.1459,398.86102,393.28356085431267,393.7479
394.0237,395.982,370.39487,397.40768,389.74097,390.88593,386.15967,398.88913,393.29425309491387,393.75955
394.0149,395.96393,370.39398,397.41162,389.71814,390.88458,386.17343,398.91724,393.3016064630106,393.76044
394.01495,395.94534,370.3926,397.42227,389.70157,390.8843,386.18723,398.94534,393.32722075646035,393.76593
394.0176,395.9575,370.3971,397.439,389.73126,390.885,386.201,398.97345,393.3780323461036,393.7889
394.26056,395.97522,370.40533,397.4579,389.72495,390.88635,386.21472,399.00156,393.43719289334337,393.81287
394.26312,396.00177,370.41666,397.52182,389.74338,390.8922,386.2285,399.02966,393.47715341477004,393.84872
394.25375,396.04224,370.42828,397.54834,389.73746,390.90146,386.24225,399.05777,393.4834658037507,393.87442
394.20996,396.05753,370.44485,397.55676,389.72723,390.91293,386.256,399.08588,393.467226922154,393.88287
394.198,396.0458,370.46854,397.55508,389.6856,390.92523,386.26978,399.11398,393.4547639365463,393.8771
394.1946,396.08685,370.47852,397.5638,389.7321,390.93768,386.2835,399.1421,393.4646334834193,393.90308
394.21033,396.1288,370.46536,397.58014,389.72974,390.94968,386.29727,399.1702,393.493509059328,393.93555
394.21768,396.1286,370.4495,397.6021,389.72675,390.96143,386.31104,399.19827,393.52317903445805,393.95535
394.20377,396.0972,370.43597,397.6224,389.69788,390.97318,386.3248,399.2264,393.5402576789852,393.96005
394.2077,396.07913,370.42502,397.63614,389.68564,390.98495,386.3386,399.25452,393.54863229878276,393.96698
394.23343,396.06143,370.41794,397.65167,389.66675,390.99677,386.35236,399.28262,393.56316636959025,393.97424
394.2715,396.08115,370.416,397.6728,389.66983,391.00882,386.3661,399.31073,393.59240543165663,393.99835
394.30264,396.12152,370.4193,397.69766,389.68173,391.0212,386.37985,399.3388,393.62887126589715,394.0311
394.33087,396.1525,370.4256,397.721,389.69522,391.03406,386.39362,399.36694,393.6569417595479,394.0586
394.35043,396.15805,370.43408,397.7427,389.69452,391.04745,386.40738,399.39505,393.66980000363907,394.07336
394.36188,396.18506,370.4438,397.76224,389.6963,391.06137,386.42114,399.42313,393.67740464080924,394.0943
394.3756,396.18546,370.45593,397.77988,389.7027,391.07562,386.43488,399.45126,393.69669900294315,394.10703
394.39597,396.2051,370.48215,397.7983,389.69528,391.09003,386.44864,399.47937,393.7338362577443,394.12604
394.58292,396.27026,370.50586,397.81897,389.7645,391.10455,386.4624,399.50745,393.7769629029109,394.16705
394.60733,396.29645,370.50836,397.87332,389.79413,391.1209,386.4762,399.53558,393.8077026419713,394.20245
394.61545,396.33533,370.50717,397.90244,389.78348,391.14017,386.48996,399.5637,393.8205050652276,394.23236
394.6194,396.35495,370.5046,397.91754,389.7831,391.1613,386.5037,399.59177,393.8299229165035,394.2528
394.6258,396.35294,370.50623,397.93082,389.76187,391.18347,386.51746,399.6199,393.85753279488273,394.2661
394.73068,396.3914,370.54,397.94708,389.77805,391.20596,386.53122,399.64798,393.91026008840316,394.29416
394.97684,396.51346,370.68353,397.98645,389.95578,391.22992,386.54498,399.67612,393.97123407967916,394.34625
394.98596,396.5774,370.6846,398.05798,389.97495,391.25653,386.55875,399.70422,394.0129002821604,394.40115
394.9408,396.61533,370.67715,398.08572,389.96716,391.28653,386.57248,399.7323,394.0208181023104,394.43207
394.87784,396.6096,370.665,398.07895,389.92114,391.3179,386.58624,399.76044,394.00609366515386,394.43518
394.81403,396.59943,370.65765,398.06204,389.87155,391.3489,386.6,399.7885,393.99505309952326,394.4338
394.8049,396.6105,370.6504,398.05194,389.87512,391.3777,386.61377,399.81662,394.00624882237156,394.44745
394.8062,396.64548,370.64206,398.06598,389.86328,391.40393,386.62756,399.84476,394.03633079047165,394.47714
394.82117,396.65146,370.63123,398.087,389.86566,391.42758,386.64133,399.87283,394.06708358179594,394.4993
394.83688,396.642,370.62262,398.10986,389.85056,391.44907,386.65506,399.90094,394.085132185951,394.51294
394.83734,396.66205,370.62112,398.1308,389.8538,391.46896,386.66882,399.92908,394.09438818824856,394.53476
394.859,396.67877,370.6256,398.14615,389.8516,391.4872,386.6826,399.95715,394.10971470179925,394.5534
394.89685,396.72464,370.63184,398.16428,389.86404,391.50412,386.69635,399.98526,394.1396558945327,394.58563
394.9266,396.76517,370.63742,398.18695,389.87628,391.52023,386.7101,400.0134,394.1767330044469,394.61804
394.95728,396.80432,370.643,398.20886,389.8957,391.536,386.72385,400.04147,394.20533325523354,394.649
394.97995,396.82526,370.64923,398.2305,389.89267,391.55176,386.7376,400.06958,394.2186611643652,394.66977
394.98184,396.8478,370.65637,398.2506,389.89407,391.5677,386.75137,400.0977,394.2266920953245,394.69
394.99875,396.84723,370.66455,398.2662,389.89236,391.5836,386.76517,400.1258,394.24638668164937,394.7024
395.02182,396.85486,370.67993,398.28473,389.87628,391.5994,386.77893,400.15393,394.2838982382194,394.71902
395.206,396.92685,370.73795,398.30624,389.94427,391.61514,386.79266,400.182,394.3273657821146,394.75653
395.24234,396.96085,370.74255,398.3604,389.98376,391.63223,386.80643,400.2101,394.35846039276913,394.79474
395.26205,397.00156,370.74304,398.392,389.9882,391.65176,386.8202,400.23822,394.37164917899173,394.8266
395.27014,397.0248,370.7462,398.4103,390.0005,391.67316,386.83395,400.26633,394.3815138211771,394.84875
395.27457,397.02866,370.76288,398.42502,389.97537,391.69583,386.84772,400.29443,394.40964940317343,394.86166
395.27823,397.09607,370.86066,398.4399,390.02252,391.71893,386.86145,400.32254,394.46299048337585,394.88965
395.50787,397.2048,371.00494,398.4574,390.18716,391.7412,386.8752,400.35065,394.52469332041284,394.9311
395.5141,397.25226,371.00128,398.51962,390.20914,391.76483,386.88898,400.37875,394.5671880828637,394.97894
395.46097,397.28284,370.99042,398.5477,390.1911,391.79077,386.90274,400.40686,394.5760948889332,395.00732
395.3507,397.264,370.97516,398.5453,390.14847,391.8176,386.91653,400.43497,394.56256501192155,395.00742
395.29785,397.2183,370.95633,398.52048,390.0594,391.8429,386.9303,400.46307,394.55295403897674,394.9915
395.28766,397.2163,370.9418,398.51434,390.0701,391.86566,386.94403,400.49118,394.5658180844238,395.00287
395.2824,397.24445,370.9304,398.52942,390.06592,391.88556,386.9578,400.5193,394.597826314083,395.03125
395.30774,397.26273,370.92072,398.54892,390.0674,391.90268,386.97156,400.54736,394.63078700639494,395.0569
395.27554,397.25037,370.91315,398.57327,390.0544,391.91772,386.98532,400.5755,394.6513597214515,395.06955
395.25244,397.25583,370.90652,398.58383,390.0511,391.9304,386.99908,400.6036,394.6634924959372,395.08417
395.25394,397.25974,370.90457,398.59155,390.03897,391.9409,387.01282,400.6317,394.68208386242804,395.09702
395.26752,397.2786,370.9044,398.60504,390.04044,391.94946,387.02658,400.65982,394.71568620017166,395.11914
395.28278,397.30817,370.9027,398.62323,390.05298,391.95654,387.04034,400.6879,394.7568379783715,395.14798
395.29608,397.33005,370.9005,398.64252,390.06512,391.96274,387.0541,400.71603,394.78995225667234,395.17313
395.31067,397.33765,370.89856,398.66107,390.0582,391.96844,387.0679,400.74414,394.8082692877389,395.18958
395.31787,397.34503,370.89783,398.67953,390.05994,391.974,387.08163,400.77222,394.82180407186974,395.2054
395.3465,397.34555,370.90033,398.69653,390.06036,391.97968,387.0954,400.80035,394.8475334696604,395.21967
395.35965,397.35886,370.9217,398.7181,390.05655,391.98575,387.10916,400.82846,394.89162319319735,395.2388
395.53552,397.4188,371.0293,398.73773,390.12326,391.99225,387.12292,400.85654,394.9422248238176,395.26288
395.5999,397.47507,371.0385,398.78918,390.16272,392.0005,387.1367,400.88467,394.98103102821716,395.308
395.62418,397.5122,371.0416,398.82608,390.17352,392.012,387.15042,400.91278,395.0025426479731,395.3402
395.66177,397.54214,371.04346,398.84677,390.19064,392.02634,387.16418,400.94086,395.0213605230718,395.36658
395.6762,397.5547,371.05603,398.86807,390.18027,392.0432,387.17795,400.969,395.0590992881303,395.38672
395.6555,397.5931,371.1256,398.88715,390.1938,392.06192,387.1917,400.99707,395.12268761324464,395.4104
395.85727,397.70578,371.27142,398.89713,390.3383,392.08133,387.20547,401.02518,395.1952601351429,395.45258
395.8477,397.74017,371.26788,398.95355,390.35538,392.10226,387.21927,401.0533,395.24929706370983,395.49542
395.8168,397.7681,371.25684,398.97797,390.3436,392.1253,387.233,401.0814,395.27042114324416,395.52414
395.7436,397.7356,371.24295,398.98264,390.2986,392.1495,387.24677,401.10953,395.269801949611,395.52216
395.68884,397.7098,371.2321,398.9726,390.23123,392.1734,387.26053,401.1376,395.2738000168612,395.51843
395.6662,397.71017,371.22702,398.97,390.24368,392.19528,387.2743,401.1657,395.300961831729,395.5319
395.6504,397.73334,371.21964,398.98132,390.23605,392.21454,387.28806,401.19385,395.34795657441026,395.55908
395.6626,397.7555,371.20978,398.9968,390.24612,392.2311,387.3018,401.22192,395.3965545193647,395.58826
395.66852,397.73047,371.19708,399.01764,390.22772,392.24533,387.31555,401.25003,395.4334307382536,395.5986
395.65237,397.7375,371.18948,399.03662,390.22668,392.2581,387.3293,401.27817,395.46253810671533,395.6186
395.6671,397.74606,371.18478,399.04852,390.21268,392.26926,387.34308,401.30624,395.498758049247,395.63742
395.67722,397.75967,371.1818,399.06512,390.2142,392.2792,387.35687,401.33435,395.55062730994854,395.66187
395.68185,397.78268,371.17947,399.0824,390.22162,392.28815,387.3706,401.3625,395.6106552777185,395.6913
395.67267,397.79883,371.17755,399.09845,390.22702,392.29636,387.38437,401.39056,395.66323537790487,395.71658
395.6896,397.79846,371.17587,399.11133,390.21185,392.3037,387.39813,401.41867,395.70159414814844,395.73175
395.66797,397.8063,371.17517,399.1296,390.20935,392.31067,387.4119,401.44678,395.7357297529584,395.75082
395.67117,397.8037,371.17572,399.14136,390.2078,392.31696,387.42566,401.47488,395.7826061807663,395.7664
395.67462,397.80457,371.19208,399.1569,390.1958,392.32248,387.4394,401.50302,395.8483222311439,395.78378
395.83557,397.85178,371.30557,399.1741,390.25854,392.3276,387.45316,401.5311,395.92099519247313,395.80643
395.86734,397.9179,371.32693,399.2234,390.31012,392.33362,387.46692,401.5592,395.98228604434905,395.85675
395.86383,397.96268,371.33438,399.2533,390.31247,392.34155,387.48068,401.5873,396.02667064955693,395.8924
395.8592,397.99106,371.33768,399.2664,390.3189,392.35098,387.49445,401.61542,396.0687312217928,395.91907
395.87766,397.99142,371.34393,399.27707,390.30475,392.36124,387.50824,401.64352,396.1300307111303,395.9369
395.87924,398.01398,371.40594,399.2953,390.31754,392.37238,387.52197,401.67163,396.21744192383284,395.96198
396.0564,398.10852,371.56183,399.31305,390.45648,392.38425,387.53574,401.69974,396.3140429907182,396.00613
396.1191,398.1409,371.55692,399.36606,390.4689,392.39758,387.5495,401.72784,396.39226807408795,396.0506
396.08752,398.16763,371.54736,399.4042,390.47153,392.4142,387.56326,401.75595,396.4377127941136,396.085
395.99704,398.16553,371.5353,399.41284,390.44217,392.4328,387.57703,401.78406,396.4614905696448,396.09833
395.9283,398.13153,371.52405,399.39667,390.36697,392.4514,387.59076,401.81216,396.48993139406946,396.0933
395.905,398.12177,371.51678,399.38638,390.36105,392.4684,387.60452,401.84027,396.54151443924195,396.1044
395.8748,398.14008,371.51132,399.39667,390.36078,392.48328,387.6183,401.86838,396.61282316296945,396.133
395.89355,398.16122,371.50644,399.40994,390.3588,392.4957,387.63205,401.89645,396.68559958742827,396.16327
395.88498,398.14523,371.5007,399.43268,390.34656,392.5061,387.64584,401.9246,396.7464607380335,396.17926
395.8888,398.14264,371.49512,399.44992,390.3414,392.51474,387.65958,401.9527,396.7993138022774,396.1975
395.88864,398.1619,371.4935,399.4662,390.3438,392.52222,387.67334,401.98077,396.8589861093089,396.22412
395.89832,398.1818,371.49045,399.48096,390.33884,392.52853,387.6871,402.0089,396.93395105481005,396.25278
395.8266,398.20444,371.48746,399.4973,390.3479,392.53412,387.70087,402.037,397.0166767436496,396.28427
395.79312,398.21036,371.48105,399.49622,390.32675,392.53796,387.71463,402.06512,397.0914525392003,396.30414
395.75452,398.19357,371.47278,399.5002,390.30746,392.54016,387.72836,402.09323,397.1514857917008,396.31467
395.7427,398.16846,371.46146,399.50696,390.28683,392.54022,387.74213,402.1213,397.20673268542146,396.3223
395.73547,398.15973,371.45212,399.52075,390.28482,392.53888,387.7559,402.14944,397.2740863135086,396.33957
395.74045,398.15143,371.46887,399.53705,390.25934,392.53625,387.76965,402.17755,397.35960594997056,396.3533
395.90475,398.19458,371.56644,399.55542,390.3248,392.53293,387.78342,402.20563,397.45133899095623,396.37396
395.95883,398.2262,371.56104,399.6052,390.35696,392.5306,387.7972,402.23376,397.5308988676147,396.41644
395.95853,398.2691,371.55225,399.63916,390.3666,392.53104,387.81094,402.26187,397.59272452851707,396.4578
395.95468,398.27957,371.54663,399.65295,390.3645,392.53378,387.8247,402.28995,397.65136126711127,396.4809
395.94427,398.2848,371.5606,399.66263,390.352,392.53833,387.83847,402.31808,397.7283506483691,396.4991
395.94193,398.30005,371.65817,399.67343,390.3578,392.54385,387.85223,402.34616,397.83046613556695,396.5074
395.93704,398.3812,371.83768,399.6885,390.45636,392.55005,387.866,402.37427,397.94074696207593,396.5285
395.93668,398.4039,371.84634,399.70517,390.47318,392.55515,387.87973,402.4024,398.0315911618716,396.55936
395.93433,398.38806,371.83987,399.72293,390.46643,392.5601,387.8935,402.43048,398.0885702492967,396.5733
395.92554,398.37308,371.83466,399.74005,390.4446,392.56543,387.90726,402.45862,398.12280543213365,396.58347
395.93076,398.36642,371.83344,399.75497,390.42487,392.57135,387.92102,402.4867,398.1605826987585,396.59613
395.93036,398.37024,371.8399,399.7721,390.42612,392.57767,387.93478,402.5148,398.2203452580284,396.61545
395.9204,398.3908,371.84833,399.78842,390.43204,392.5839,387.94855,402.54294,398.29864159668426,396.6435
395.9563,398.4046,371.86008,399.80203,390.43933,392.5899,387.9623,402.571,398.3771910975714,396.66772
395.95776,398.41034,371.86838,399.82495,390.44162,392.59595,387.97607,402.59912,398.4426185253673,396.6894
395.96243,398.42407,371.876,399.8427,390.4424,392.60214,387.98984,402.62726,398.4987945204977,396.712
395.96335,398.4265,371.87952,399.85895,390.43732,392.6084,388.0036,402.65533,398.56055943116655,396.73132
395.92874,398.43372,371.88083,399.87433,390.44122,392.61472,388.01733,402.68344,398.636369236231,396.75525
395.88565,398.41708,371.87946,399.88217,390.41373,392.6203,388.0311,402.71158,398.71865482014556,396.7689
395.84186,398.40637,371.8755,399.88687,390.39462,392.62527,388.04486,402.73965,398.7917561758391,396.7836
395.8215,398.37546,371.86847,399.89212,390.37183,392.62878,388.05862,402.76776,398.8488717201821,396.78876
395.80377,398.35803,371.8604,399.90375,390.3656,392.63095,388.0724,402.79587,398.89997433476833,396.8
395.8104,398.35754,371.85724,399.9176,390.35922,392.6316,388.08612,402.82397,398.9619681133869,396.81885
395.82623,398.3589,371.92218,399.93637,390.34918,392.63126,388.0999,402.85208,399.0409419529699,396.82745
396.00455,398.4294,372.08112,399.95734,390.42667,392.6304,388.11368,402.8802,399.1249059643052,396.8471
396.01733,398.48602,372.1164,400.0095,390.46103,392.63095,388.12744,402.9083,399.1955192644916,396.88983
396.0201,398.51624,372.11743,400.0343,390.45752,392.63358,388.1412,402.93637,399.2472637400864,396.9207
396.0103,398.52127,372.11694,400.0461,390.44937,392.63818,388.15497,402.9645,399.2947283011722,396.93903
395.97742,398.5135,372.11673,400.05505,390.42972,392.64423,388.1687,402.9926,399.35945895656863,396.95416
395.92206,398.52005,372.12006,400.06137,390.44427,392.6508,388.18246,403.02072,399.4482911059139,396.9783
395.91116,398.52,372.12234,400.06418,390.4286,392.65662,388.19623,403.04883,399.54427396789913,396.99957
395.90924,398.50812,372.1259,400.07758,390.4232,392.66165,388.21,403.07693,399.61984874574756,397.01517
395.90915,398.49826,372.13046,400.0962,390.421,392.66592,388.22375,403.10504,399.66064493998465,397.027
395.9097,398.51614,372.13657,400.11502,390.4227,392.66956,388.23752,403.13315,399.6778489714784,397.04596
395.91718,398.5196,372.14584,400.13248,390.4191,392.6728,388.25128,403.16125,399.69779595970294,397.05865
395.92645,398.5326,372.1574,400.15012,390.42813,392.67575,388.26505,403.18936,399.7389740053976,397.07816
395.92447,398.5522,372.1707,400.16785,390.43552,392.67865,388.2788,403.21747,399.7979685199797,397.10254
395.96216,398.5782,372.19193,400.18277,390.44998,392.68164,388.29257,403.24554,399.8565515018727,397.1274
395.97614,398.58463,372.20117,400.20575,390.4586,392.68494,388.3063,403.27368,399.9014019774947,397.14636
395.98376,398.60074,372.20737,400.2258,390.46487,392.68893,388.32007,403.3018,399.9364988416798,397.16766
395.9702,398.60086,372.21072,400.24304,390.46432,392.69357,388.33383,403.32986,399.9767257365474,397.1834
395.9313,398.58878,372.2123,400.25522,390.44293,392.69843,388.3476,403.358,400.03059426991763,397.19543
395.90714,398.57156,372.21136,400.2613,390.42413,392.70312,388.36136,403.38608,400.0905914240832,397.2058
395.91412,398.56158,372.2084,400.27045,390.41568,392.7073,388.3751,403.4142,400.1411342693484,397.2188
395.9038,398.54477,372.20554,400.28845,390.41638,392.71124,388.3889,403.44232,400.1754684546788,397.2284
395.89255,398.54666,372.20343,400.3046,390.41193,392.71466,388.40265,403.4704,400.2036611212116,397.24368
395.87515,398.54352,372.21045,400.3189,390.40512,392.71747,388.4164,403.49854,400.24268074106226,397.25644
395.87973,398.5452,372.2871,400.33105,390.3915,392.71942,388.43018,403.52664,400.2986442413743,397.25934
