Real_TB,MLP_TB,LSTM_TB,GRU_TB,TFKAN_TB,PINT_TB,EXP_TB,ARIMA_TB,PROPHET_TB,MOE_TB
385.05142,382.77216,377.54358,380.5682,377.7559,380.4231,377.5458,381.2951,381.20788820124534,380.67273
385.43295,383.02048,377.43625,380.7596,377.99493,380.60785,377.55957,381.3232,381.28116881026983,380.7742
385.89548,383.27066,377.27365,380.93658,378.1902,380.80392,377.57333,381.35132,381.337176656108,380.86032
386.43774,383.476,377.08792,381.0916,378.39554,381.01218,377.5871,381.37946,381.39013752241965,380.92706
386.9879,383.73474,376.85806,381.4244,378.62497,381.23312,377.60083,381.40753,381.4616422231181,381.0153
387.6046,384.03055,376.617,382.04205,378.967,381.46747,377.61462,381.43564,381.5590106375601,381.14056
388.26886,384.34265,376.40192,383.10385,379.52032,381.71637,377.6284,381.46378,381.66571486656983,381.3278
388.60287,384.6784,376.02634,384.41376,379.7563,381.97867,377.64215,381.49185,381.754141029032,381.4939
388.6057,384.9829,375.57397,385.54535,380.0804,382.2531,377.6559,381.51996,381.8093894159215,381.61685
388.51028,385.13004,375.05817,385.7085,380.43668,382.53333,377.66968,381.54807,381.84207923484,381.6391
388.81177,385.3843,374.52466,385.9253,380.61322,382.8107,377.6834,381.57617,381.87841162741177,381.66843
389.1093,385.66467,373.99338,386.02798,380.89627,383.0834,377.69717,381.60428,381.93721007240987,381.7134
389.40555,385.86615,373.47586,386.18436,381.0936,383.3506,377.71094,381.6324,382.01551050412843,381.7339
389.59344,386.0737,372.95212,386.32895,381.77856,383.61136,377.7247,381.6605,382.0951043239344,381.8089
389.80167,386.24356,372.4394,386.42297,381.89252,383.86224,377.73846,381.68857,382.1623314256541,381.81174
389.9945,386.50494,371.94244,386.49365,382.2445,384.10593,377.7522,381.7167,382.2207311843689,381.8393
390.3291,386.79727,371.4674,386.55176,382.7002,384.34027,377.766,381.7448,382.2850585951695,381.8779
390.73395,387.11447,371.02893,386.6442,383.12384,384.56696,377.77975,381.7729,382.36405202798164,381.94238
390.99185,387.37286,370.6316,386.77502,383.50214,384.78876,377.79352,381.80103,382.4504482412624,381.98227
391.1897,387.5973,370.25568,386.88626,384.07288,385.00696,377.80728,381.8291,382.5285713398696,382.0459
391.47882,387.803,369.90506,386.95667,384.51605,385.2205,377.821,381.8572,382.5912934069582,382.13696
391.871,388.06003,369.56555,387.043,384.88354,385.43073,377.83478,381.88535,382.6482306663636,382.26562
392.34344,388.31403,369.23157,387.17175,385.2084,385.64035,377.84854,381.91342,382.71633103146695,382.39627
392.78748,388.515,368.9027,387.3357,385.4816,385.85242,377.8623,381.94156,382.80200353841667,382.5335
393.3224,388.8038,368.58063,387.49588,385.93112,386.06824,377.87607,381.96964,382.8936012796727,382.69894
393.71335,389.1268,368.27332,387.7259,386.1545,386.28888,377.8898,381.99774,382.9726693861694,382.88174
394.11792,389.41476,367.96558,387.91647,386.5856,386.5158,377.90356,382.02588,383.0332487066305,383.07846
394.05823,389.6762,367.6631,388.02206,387.20316,386.7481,377.91733,382.05396,383.0895497199552,383.2752
393.91797,389.9422,367.3603,387.9509,387.76974,386.97772,377.93112,382.08206,383.1631762617266,383.46292
393.81924,390.1579,367.06036,387.93802,388.112,387.19736,377.9449,382.1102,383.26144525465673,383.64578
393.9761,390.2132,366.77286,387.94138,388.39825,387.4017,377.95865,382.13828,383.36775391280605,383.75165
393.84958,390.31006,366.5068,388.01523,388.74252,387.5911,377.97238,382.16638,383.45451439017364,383.87943
393.85757,390.39108,366.2108,388.03528,388.77597,387.7649,377.98615,382.1945,383.50685070306,384.00452
393.76822,390.51837,365.93716,388.06296,388.75946,387.92538,377.9999,382.2226,383.5354107724651,384.15146
393.59872,390.6885,365.72083,388.0644,388.93597,388.07172,378.01367,382.2507,383.5664116605094,384.30328
393.36545,390.82962,365.533,388.033,389.03146,388.19858,378.02744,382.2788,383.6186778600331,384.43002
393.06393,390.90515,365.3705,387.98053,389.10925,388.3041,378.04117,382.30692,383.6892234417266,384.51886
392.8406,390.96085,365.2224,387.9145,389.0797,388.3862,378.05493,382.335,383.7599236644195,384.58844
392.68542,390.9871,365.0866,387.86823,389.13736,388.44586,378.0687,382.36313,383.8170924733477,384.64545
392.1534,391.02826,364.9627,387.84592,389.1149,388.48462,378.0825,382.39124,383.864333983813,384.7009
391.96338,390.9863,364.82837,387.7546,388.78952,388.4985,378.09625,382.4193,383.9164387220662,384.701
391.88217,390.901,364.7008,387.71832,388.73108,388.48914,378.11,382.44745,383.9821699429064,384.68942
391.731,390.87802,364.59018,387.72556,388.73352,388.46042,378.12375,382.47552,384.05429123023737,384.7045
391.55676,390.86813,364.49524,387.72525,388.6804,388.41644,378.1375,382.50366,384.11716904067094,384.72327
391.44363,390.76486,364.41696,387.71164,388.55847,388.35977,378.15128,382.53177,384.1637177114491,384.68893
391.26917,390.76904,364.36426,387.70596,388.4959,388.2923,378.16504,382.55984,384.2036445616238,384.70343
391.12418,390.76013,364.34683,387.68948,388.42178,388.21466,378.17877,382.58798,384.2539439238363,384.70435
391.0421,390.71985,364.38025,387.6769,388.29532,388.12787,378.19254,382.6161,384.3210389841645,384.6793
390.94153,390.6715,364.48105,387.68027,388.24167,388.03476,378.2063,382.64417,384.39333703693694,384.64423
390.7586,390.70428,364.64005,387.68387,388.22888,387.93625,378.22006,382.6723,384.4524429960763,384.63782
390.60413,390.68396,364.78653,387.66788,388.14816,387.8336,378.23383,382.70038,384.49247307891414,384.6022
390.56638,390.51877,364.72183,387.65417,388.1095,387.72714,378.2476,382.7285,384.5277124455141,384.53848
390.5546,390.41705,364.71854,387.66785,388.145,387.62274,378.26135,382.75662,384.5798238683799,384.5008
390.49994,390.36972,364.88516,387.69296,388.18802,387.52277,378.27512,382.7847,384.65613908440656,384.46252
390.59778,390.3677,365.05814,387.70697,388.19308,387.42725,378.28888,382.8128,384.7401631521737,384.44208
390.53497,390.32947,365.01437,387.74652,388.21225,387.337,378.30264,382.8409,384.80436286056283,384.443
390.4372,390.3377,364.97403,387.75598,388.202,387.25375,378.31638,382.86902,384.8339049800397,384.45862
390.19525,390.3079,364.94437,387.74683,388.19156,387.17514,378.33014,382.89716,384.839545485176,384.45282
389.98236,390.16064,364.9136,387.70486,388.09604,387.09857,378.3439,382.92523,384.84757141731467,384.38913
389.8805,390.0668,364.8783,387.66846,388.0579,387.02243,378.35767,382.95334,384.8768586456903,384.36136
389.64655,389.919,364.83957,387.66403,388.04352,386.94724,378.37143,382.9814,384.9244687127683,384.32428
389.45572,389.78687,364.78784,387.6417,387.97476,386.87137,378.38516,383.00955,384.97231919544606,384.2945
389.32773,389.6107,364.72778,387.62305,387.93396,386.79327,378.39893,383.03766,385.0068399984025,384.25165
389.14478,389.40778,364.66565,387.62012,387.98425,386.7129,378.41272,383.06577,385.0316878296763,384.2059
389.02243,389.3259,364.58746,387.60892,387.9515,386.63278,378.42648,383.09387,385.06171714217226,384.20108
388.95825,389.24908,364.50833,387.60654,387.91476,386.5507,378.44025,383.12195,385.10575829997,384.20096
388.74744,389.15295,364.43555,387.6179,387.9394,386.46735,378.454,383.1501,385.1565977625335,384.199
388.58664,389.01688,364.36008,387.59854,387.90546,386.38223,378.46774,383.1782,385.1986695953339,384.17487
388.44455,388.8828,364.28195,387.58154,387.84045,386.2956,378.4815,383.20627,385.22495634978657,384.1474
388.25662,388.73514,364.20425,387.57233,387.80295,386.20724,378.49527,383.2344,385.24523076216576,384.11658
388.18036,388.6005,364.12347,387.55627,387.77997,386.1172,378.50903,383.26248,385.276519886655,384.0929
388.16565,388.5048,364.04526,387.5623,387.75967,386.0267,378.5228,383.2906,385.32530964506833,384.08755
388.30334,388.39038,363.97537,387.58633,387.7822,385.93738,378.53653,383.3187,385.3800323639187,384.08002
388.37973,388.31476,363.90927,387.64035,387.8327,385.85345,378.5503,383.3468,385.4223371763088,384.08875
388.38824,388.27313,363.85773,387.68463,387.84583,385.77762,378.56406,383.3749,385.4463957274692,384.1001
388.38254,388.25336,363.95016,387.7039,387.85165,385.70978,378.57782,383.403,385.46653065736325,384.08652
388.38907,388.23035,364.12003,387.71317,387.83875,385.64874,378.5916,383.43112,385.5044434925711,384.0569
388.40033,388.23547,364.24606,387.7261,387.84286,385.59415,378.60535,383.4592,385.56747661722204,384.05176
388.3921,388.27643,364.25256,387.74384,387.87775,385.54614,378.6191,383.48734,385.6391436971964,384.08734
388.40695,388.26123,364.22867,387.7598,387.87033,385.5028,378.63287,383.51544,385.6919215317179,384.1045
388.40668,388.2192,364.2118,387.7805,387.8549,385.46533,378.64664,383.54355,385.7110500708228,384.10675
388.40372,388.1474,364.20236,387.79926,387.83517,385.43335,378.6604,383.57166,385.7072920388705,384.09235
388.40396,388.105,364.20007,387.81622,387.81042,385.40738,378.67413,383.59973,385.70694829571704,384.08743
388.408,388.10187,364.20148,387.83325,387.813,385.38654,378.6879,383.62787,385.72889241826135,384.1015
388.4089,388.08655,364.20615,387.85104,387.82758,385.3694,378.70166,383.65598,385.7701900532594,384.11487
388.4343,388.06305,364.21048,387.86807,387.8075,385.35663,378.71542,383.68405,385.8127281563158,384.12335
388.4468,388.05878,364.21487,387.8899,387.79816,385.34772,378.7292,383.7122,385.8429535949201,384.13803
388.43436,388.0242,364.22034,387.90988,387.78418,385.34195,378.74292,383.74026,385.8645299878435,384.13974
388.39725,387.98932,364.22437,387.92307,387.75803,385.33902,378.7567,383.76837,385.8923029999615,384.1412
388.38107,387.9667,364.22668,387.9293,387.75983,385.33752,378.77048,383.7965,385.93506285621356,384.14987
388.35953,387.91678,364.2288,387.93973,387.73138,385.33655,378.78424,383.8246,385.9855929794366,384.14996
388.32834,387.88403,364.22726,387.95126,387.71387,385.33694,378.798,383.8527,386.02829524325864,384.15802
388.31592,387.8356,364.2222,387.96097,387.6917,385.33777,378.81177,383.8808,386.0561354267799,384.16028
388.3024,387.7718,364.21494,387.97433,387.66275,385.3387,378.8255,383.9089,386.07886581744856,384.1587
388.31024,387.7475,364.20776,387.98834,387.64197,385.3402,378.83926,383.937,386.11349291889456,384.16907
388.3275,387.74802,364.25177,388.00653,387.63022,385.34152,378.85303,383.96512,386.1664377545735,384.1802
388.50574,387.81174,364.3992,388.02722,387.68976,385.34268,378.8668,383.99323,386.2260894411549,384.1958
388.55972,387.87292,364.45685,388.0793,387.73215,385.34543,378.88055,384.0213,386.2740592742833,384.23062
388.57355,387.91302,364.46487,388.1132,387.7432,385.35074,378.8943,384.04944,386.30448709961735,384.26068
388.55515,387.9244,364.47266,388.1297,387.73068,385.35864,378.90805,384.0775,386.33167218365196,384.27783
388.53976,387.92194,364.48563,388.1367,387.70587,385.3682,378.9218,384.10565,386.37725720773085,384.28986
388.54626,387.93808,364.4995,388.14575,387.72726,385.37854,378.9356,384.13376,386.4485221930453,384.31424
388.54184,387.9544,364.51147,388.16312,387.73386,385.38925,378.94937,384.16183,386.52891757884123,384.34048
388.5116,387.96835,364.52887,388.18094,387.73862,385.40018,378.9631,384.18997,386.59088007109165,384.36276
388.49692,387.9629,364.5403,388.19232,387.71835,385.41034,378.97687,384.21805,386.61957318358236,384.37363
388.48895,387.96298,364.55145,388.20523,387.71368,385.4196,378.99063,384.24615,386.6257448364223,384.3848
388.48563,387.96674,364.56363,388.2202,387.71548,385.42792,379.0044,384.2743,386.6356426643941,384.39813
388.47375,387.9842,364.57767,388.2363,387.72226,385.4353,379.01816,384.30237,386.66806772921365,384.4178
388.45688,388.0062,364.59146,388.2501,387.72327,385.44165,379.0319,384.33047,386.71999646909285,384.43973
388.4516,388.02066,364.6024,388.26172,387.7277,385.44693,379.04565,384.35858,386.77327960818315,384.46045
388.4575,388.0218,364.60403,388.27554,387.72897,385.45108,379.05942,384.3867,386.8143033602079,384.47815
388.457,388.02585,364.6023,388.29257,387.72565,385.4545,379.07318,384.4148,386.8466822849037,384.49628
388.46133,388.01474,364.59952,388.30875,387.70978,385.4576,379.08694,384.4429,386.88520530162657,384.51028
388.47095,388.01788,364.59692,388.32535,387.70358,385.46075,379.10068,384.471,386.9386137552182,384.53033
388.48703,388.01645,364.59457,388.3432,387.6965,385.464,379.11447,384.49908,386.9995924226285,384.55035
388.49228,388.01743,364.5933,388.36276,387.6959,385.46765,379.12823,384.52722,387.05249979204564,384.57068
388.47546,388.01102,364.59317,388.38025,387.69107,385.47177,379.142,384.55533,387.09025957580633,384.58652
388.46762,388.00482,364.59354,388.39218,387.68277,385.4759,379.15576,384.5834,387.12258277618673,384.6001
388.47485,388.00528,364.60126,388.40524,387.67862,385.4799,379.16953,384.61154,387.16641002476814,384.616
388.49677,388.01932,364.6748,388.42282,387.67862,385.4837,379.18326,384.63962,387.22811799994787,384.6312
388.64505,388.10968,364.84686,388.44473,387.77472,385.48764,379.19702,384.66776,387.2960317406268,384.6683
388.65826,388.1594,364.89642,388.49265,387.8092,385.4927,379.2108,384.69586,387.351718105934,384.70755
388.63043,388.19073,364.90936,388.51758,387.81677,385.4997,379.22455,384.72394,387.3892839208145,384.73663
388.58878,388.1918,364.91513,388.52414,387.79404,385.50784,379.2383,384.75208,387.4230072514503,384.75128
388.57303,388.1795,364.92142,388.52576,387.76248,385.5163,379.25204,384.78015,387.47447476004834,384.76083
388.5515,388.1928,364.92694,388.53558,387.7836,385.5246,379.2658,384.80826,387.55092020223753,384.78842
388.77777,388.20724,364.92566,388.54816,387.789,385.5321,379.27957,384.8364,387.63574320033956,384.81674
388.77563,388.22943,364.91882,388.60928,387.79544,385.54257,379.29337,384.86447,387.70133801085456,384.85522
388.72644,388.25226,364.91354,388.63547,387.77988,385.5554,379.30713,384.89258,387.73289387216886,384.8798
388.68484,388.25214,364.90607,388.6355,387.7519,385.56888,379.32086,384.9207,387.7411268651906,384.88898
388.65472,388.23367,364.8942,388.6345,387.70764,385.58197,379.33463,384.9488,387.7522659780624,384.8919
388.65744,388.24585,364.87973,388.6404,387.73734,385.5939,379.3484,384.9769,387.7850845606561,384.91672
388.66763,388.27774,364.8678,388.65732,387.72946,385.60492,379.36215,385.005,387.8365322894946,384.94592
388.71198,388.28326,364.86066,388.67838,387.7264,385.6152,379.37592,385.0331,387.8884454388253,384.96902
388.72574,388.27277,364.8589,388.7061,387.72452,385.6255,379.38965,385.0612,387.9272188410841,384.987
388.72687,388.29163,364.86026,388.72714,387.7334,385.6357,379.4034,385.08932,387.9564537622059,385.01117
388.81024,388.294,364.8654,388.74222,387.72876,385.64584,379.41718,385.1174,387.990953356508,385.02823
388.94012,388.32025,364.87286,388.7738,387.7481,385.65707,379.43094,385.14554,388.03943329776433,385.05957
389.06155,388.38882,364.87762,388.819,387.78534,385.67105,379.4447,385.17365,388.09460466355375,385.10858
389.09518,388.4579,364.8771,388.86423,387.81464,385.68884,379.4585,385.20172,388.1408221714215,385.1565
389.1015,388.48047,364.87485,388.8891,387.80316,385.7098,379.47223,385.22986,388.1710302970072,385.18137
389.11133,388.5023,364.8761,388.90204,387.8034,385.73315,379.486,385.25793,388.1949635770916,385.20435
389.1319,388.51532,364.8851,388.91415,387.8122,385.75784,379.49976,385.28604,388.2295800328412,385.22656
389.14703,388.5583,364.9311,388.93356,387.81937,385.78336,379.51352,385.31418,388.2812681278976,385.25568
389.3309,388.62943,364.98532,388.95615,387.8715,385.80896,379.52728,385.34225,388.3383835468294,385.29852
389.3653,388.67035,364.987,389.0122,387.91492,385.83603,379.54102,385.37036,388.3824871466646,385.34357
389.37885,388.70496,364.98364,389.0451,387.91818,385.86523,379.55478,385.39847,388.4077479434107,385.37546
389.37354,388.71353,364.97983,389.06293,387.91672,385.896,379.56854,385.42657,388.4284793781045,385.39676
389.38144,388.71548,364.98233,389.07233,387.89105,385.92734,379.5823,385.45468,388.4663145898944,385.4127
389.3849,388.754,365.00153,389.08643,387.89502,385.95847,379.59607,385.4828,388.5285028641065,385.4443
389.61816,388.85287,365.09167,389.1039,388.05072,385.98892,379.6098,385.5109,388.5984713196397,385.50546
389.64642,388.9006,365.0871,389.16617,388.07828,386.01996,379.62357,385.53897,388.6486557331484,385.55338
389.60052,388.92865,365.07684,389.19858,388.06296,386.05298,379.63736,385.5671,388.6643007142773,385.58102
389.49802,388.91916,365.0633,389.19913,388.0332,386.08652,379.65112,385.5952,388.6561769939317,385.58807
389.45975,388.87637,365.04514,389.17532,387.94168,386.11813,379.6649,385.6233,388.6505723097935,385.57373
389.44333,388.8763,365.0252,389.17142,387.94974,386.14694,379.67862,385.65143,388.66629222930044,385.59073
389.43582,388.90247,365.00565,389.18512,387.93237,386.1725,379.69238,385.6795,388.70031616379475,385.6164
389.45422,388.921,364.98788,389.20316,387.93542,386.1949,379.70615,385.70764,388.7345244267849,385.64307
389.4638,388.89954,364.97385,389.22574,387.9225,386.21448,379.7199,385.73575,388.7553639002655,385.65533
389.46805,388.91306,364.9674,389.24545,387.93597,386.232,379.73367,385.76382,388.76651881413824,385.6777
389.48047,388.9426,364.98987,389.26144,387.94452,386.24783,379.7474,385.79196,388.782831388964,385.70026
389.5069,388.98663,365.0388,389.27795,387.97662,386.26175,379.76117,385.82004,388.8130600805303,385.7282
389.53857,389.04324,365.06274,389.29797,388.00824,386.27393,379.77493,385.84814,388.8499578984009,385.76373
389.56247,389.07977,365.06653,389.3202,388.0338,386.28513,379.7887,385.87625,388.8779350590494,385.79465
389.5694,389.08878,365.0707,389.3411,388.0237,386.2964,379.80246,385.90436,388.8899793925074,385.81165
389.567,389.10175,365.07602,389.3579,388.02255,386.30786,379.81625,385.93246,388.89589624404107,385.82898
389.578,389.09988,365.08255,389.37216,388.02274,386.31918,379.83,385.96057,388.9126900493988,385.84396
389.59326,389.10797,365.10226,389.38968,388.01257,386.33038,379.84375,385.98868,388.9467817591742,385.8637
389.7702,389.16733,365.19873,389.40967,388.0903,386.34158,379.8575,386.01675,388.986545354332,385.9048
389.82053,389.22098,365.20477,389.46237,388.12994,386.35397,379.87128,386.0449,389.0136237415465,385.95178
389.8358,389.26508,365.20563,389.49686,388.14038,386.36902,379.88504,386.073,389.0222237951578,385.9869
389.83704,389.2862,365.2051,389.5149,388.1523,386.3862,379.89877,386.10107,389.0267095394009,386.01154
389.84763,389.2911,365.21194,389.5275,388.13443,386.40482,379.91254,386.1292,389.0487514164016,386.02872
389.87088,389.33167,365.26837,389.5439,388.14798,386.42422,379.9263,386.1573,389.09563903161535,386.06088
390.09103,389.44254,365.4244,389.5659,388.30652,386.4442,379.94006,386.1854,389.1507910022255,386.12558
390.08255,389.49524,365.42242,389.62744,388.33252,386.46594,379.95383,386.21353,389.18668695903983,386.1757
390.03537,389.51636,365.4115,389.65146,388.3134,386.48987,379.96756,386.2416,389.18862140701765,386.19922
389.91852,389.4826,365.39627,389.6493,388.25946,386.51483,379.98132,386.26974,389.16741703392546,386.19366
389.82925,389.44757,365.3795,389.6236,388.17786,386.53867,379.99512,386.29782,389.1493809443632,386.17987
389.78973,389.43265,365.36255,389.608,388.17133,386.5592,380.00888,386.32593,389.1533324936681,386.18604
389.66385,389.4432,365.3478,389.61542,388.14883,386.57608,380.02264,386.35406,389.17625993544846,386.20496
389.60144,389.43512,365.33087,389.60822,388.1042,386.58774,380.03638,386.38214,389.2000587511678,386.2122
389.55783,389.39014,365.30844,389.6101,388.06146,386.59396,380.05014,386.41025,389.21119911465115,386.20813
389.52914,389.3758,365.28528,389.6189,388.05032,386.59543,380.0639,386.43835,389.21338859408024,386.21692
389.5382,389.38437,365.26587,389.63098,388.0481,386.59296,380.07767,386.46646,389.2214833516668,386.23453
389.56564,389.3972,365.25116,389.6501,388.04327,386.58774,380.09143,386.49457,389.24423920039493,386.25598
389.6006,389.42224,365.23782,389.673,388.06046,386.58102,380.10516,386.52267,389.2744013769248,386.28537
389.6362,389.44217,365.22598,389.69647,388.0822,386.57404,380.11893,386.55078,389.2963766753181,386.3125
389.65198,389.4531,365.2176,389.71902,388.0778,386.56772,380.1327,386.57886,389.303179873321,386.33127
389.65564,389.46237,365.21307,389.73676,388.0713,386.5626,380.14645,386.607,389.3046114306165,386.3473
389.6576,389.45108,365.21353,389.75113,388.0691,386.55875,380.16022,386.6351,389.31766869523415,386.35815
389.67413,389.4478,365.24506,389.76578,388.04944,386.5559,380.174,386.66318,389.3487543431546,386.36963
389.8483,389.49036,365.37732,389.78497,388.1062,386.5542,380.18774,386.6913,389.38622274993116,386.39703
389.88156,389.53018,365.39642,389.83743,388.14178,386.55496,380.2015,386.7194,389.4117094171409,386.4344
389.9007,389.56308,365.40393,389.86877,388.13898,386.559,380.21527,386.7475,389.4194036702137,386.4603
389.91537,389.579,365.41342,389.88766,388.14423,386.566,380.22903,386.77563,389.42367473863976,386.4791
389.93112,389.59555,365.44522,389.90448,388.12958,386.5755,380.2428,386.8037,389.44616939303404,386.4959
389.94727,389.6574,365.562,389.9234,388.15015,386.58685,380.25653,386.83185,389.4941204097016,386.524
390.16992,389.7714,365.72272,389.94418,388.3025,386.59952,380.2703,386.85992,389.5509369085873,386.5774
390.19675,389.81506,365.72,390.00558,388.3166,386.61484,380.28406,386.88803,389.58906288213643,386.62082
390.1656,389.84842,365.71097,390.0377,388.31476,386.634,380.29782,386.91614,389.59377734766525,386.6502
390.06702,389.82016,365.6972,390.04242,388.27045,386.65552,380.31158,386.94424,389.57588673896714,386.64908
390.02243,389.7762,365.67764,390.02115,388.1818,386.67734,380.32532,386.97235,389.561669453201,386.63397
389.99908,389.76382,365.65573,390.0158,388.199,386.69812,380.33908,387.00046,389.5699081204893,386.64694
390.00516,389.76358,365.6327,390.02798,388.17285,386.71695,380.35287,387.02856,389.5975369926096,386.6643
390.02075,389.76416,365.613,390.04907,388.1651,386.73474,380.36664,387.05664,389.6264107547187,386.68552
390.01758,389.7399,365.59964,390.07217,388.1403,386.75128,380.3804,387.08478,389.6429753369265,386.6954
390.02493,389.74146,365.5926,390.08914,388.14072,386.7665,380.39413,387.11288,389.6509156565111,386.71237
390.05423,389.7545,365.5927,390.1053,388.13562,386.78052,380.4079,387.14096,389.6650512300311,386.73163
390.09103,389.78937,365.59875,390.12592,388.14496,386.79364,380.42166,387.1691,389.6940915475042,386.76093
390.1328,389.82904,365.60587,390.1492,388.16016,386.8064,380.43542,387.19717,389.73073577058204,386.79367
390.15683,389.86386,365.61264,390.17377,388.18378,386.81924,380.4492,387.22528,389.75935284771555,386.82532
390.16318,389.88095,365.61902,390.1945,388.17752,386.83237,380.46292,387.25342,389.7729305215927,386.8456
390.16693,389.89255,365.6255,390.21054,388.17657,386.84576,380.47668,387.2815,389.7812361383406,386.86328
390.18143,389.88617,365.63342,390.22583,388.16956,386.85925,380.49045,387.30963,389.80123374682785,386.87616
390.18744,389.89618,365.65564,390.24448,388.163,386.87283,380.5042,387.3377,389.8392744538641,386.89523
390.368,389.95346,365.74008,390.2627,388.2321,386.88626,380.518,387.3658,389.88366341415855,386.9285
390.406,390.00357,365.74854,390.3157,388.26898,386.9009,380.53177,387.39395,389.9159986141141,386.97043
390.40555,390.0464,365.7525,390.34793,388.27652,386.9179,380.5455,387.42203,389.9304632514425,387.00043
390.42273,390.07547,365.7551,390.36203,388.28732,386.93637,380.55927,387.45013,389.94139227286945,387.02362
390.43423,390.08362,365.76382,390.3777,388.27408,386.95596,380.57303,387.47824,389.97039717555316,387.03967
390.44745,390.1325,365.82547,390.39557,388.29672,386.9761,380.5868,387.50635,390.0246661621183,387.0663
390.69305,390.23843,365.98367,390.4154,388.44608,386.99655,380.60056,387.53445,390.0875820817201,387.11023
390.6953,390.28964,365.982,390.47983,388.46738,387.019,380.6143,387.56256,390.13151961014927,387.15546
390.6471,390.3202,365.97128,390.50677,388.4586,387.04398,380.62805,387.59067,390.14176621770787,387.18173
390.56683,390.29257,365.95575,390.504,388.40295,387.07007,380.6418,387.61874,390.12912202874236,387.1785
390.5187,390.26126,365.93976,390.4865,388.33154,387.09573,380.65558,387.64688,390.11984422635317,387.17004
390.50662,390.25964,365.92532,390.4826,388.34265,387.1194,380.66934,387.67496,390.13267177247485,387.1852
390.49948,390.288,365.91528,390.49713,388.33255,387.14075,380.68307,387.70306,390.1645072138548,387.2108
390.52057,390.30273,365.90524,390.51553,388.33307,387.1595,380.69687,387.7312,390.19718348906673,387.23447
390.5211,390.2828,365.89734,390.5388,388.31757,387.17627,380.71063,387.75928,390.21713615247734,387.24518
390.5167,390.302,365.89523,390.55664,388.32477,387.19138,380.7244,387.78738,390.2280436091726,387.26642
390.51544,390.31747,365.90048,390.57034,388.32306,387.20486,380.73816,387.8155,390.2447192870493,387.2841
390.51978,390.34082,365.90585,390.58368,388.3242,387.21674,380.7519,387.8436,390.275843180719,387.30597
390.54037,390.37222,365.9078,390.59872,388.33102,387.22723,380.76566,387.87173,390.3140945391499,387.3324
390.55832,390.3979,365.9072,390.61807,388.34555,387.23682,380.77942,387.8998,390.34383374256805,387.35892
390.55505,390.40643,365.907,390.638,388.33932,387.24594,380.79318,387.92792,390.3580524252749,387.3761
390.56055,390.41745,365.9073,390.653,388.32956,387.25476,380.80695,387.956,390.366528829233,387.39185
390.5693,390.40857,365.90967,390.66888,388.32935,387.26328,380.82068,387.98413,390.3862170686195,387.40424
390.58463,390.41556,365.9244,390.6864,388.3175,387.27158,380.83444,388.01224,390.4234573198147,387.42035
390.75848,390.47522,366.01526,390.706,388.38467,387.27985,380.8482,388.04034,390.46654678693676,387.4488
390.7749,390.52664,366.019,390.75766,388.42667,387.28943,380.86197,388.06845,390.49708751042635,387.49112
390.783,390.56375,366.01746,390.78424,388.42444,387.3011,380.87576,388.09653,390.50927933401954,387.5183
390.80005,390.58484,366.01688,390.7989,388.43167,387.31458,380.88953,388.12466,390.5174705308892,387.5392
390.808,390.59006,366.02277,390.81522,388.4177,387.32935,380.90326,388.15277,390.54328213106675,387.55478
390.82175,390.62592,366.0816,390.83252,388.4352,387.34497,380.91702,388.18085,390.5938919961572,387.57736
390.8403,390.7409,366.23135,390.85226,388.59625,387.36108,380.9308,388.20898,390.6526595797204,387.62476
390.83337,390.758,366.23178,390.87418,388.5982,387.37567,380.94455,388.23706,390.6920121526306,387.64935
390.83936,390.7469,366.2309,390.89053,388.58054,387.3904,380.9583,388.26517,390.697244875132,387.6583
390.84457,390.7405,366.23175,390.90796,388.56308,387.40546,380.97205,388.2933,390.67918506406784,387.6654
390.8478,390.73874,366.23672,390.92572,388.54895,387.42084,380.9858,388.32138,390.66410718837426,387.67392
390.85913,390.74957,366.24786,390.9429,388.55286,387.43613,380.99957,388.3495,390.67075618479566,387.68994
390.85718,390.77206,366.2602,390.96146,388.55667,387.45096,381.01334,388.3776,390.6960471757112,387.71173
390.8706,390.78998,366.27167,390.97726,388.56244,387.46515,381.0271,388.4057,390.72180902899714,387.7321
390.86926,390.79803,366.27945,390.99554,388.56143,387.47864,381.04083,388.43384,390.7345120701971,387.74823
390.8479,390.81088,366.2856,391.01138,388.55362,387.4915,381.05463,388.4619,390.73786804861857,387.76343
390.79788,390.80576,366.29025,391.022,388.54224,387.50336,381.0684,388.49002,390.74670562116575,387.77307
390.78006,390.80267,366.29205,391.02548,388.51944,387.51346,381.08215,388.51813,390.76972267581607,387.78284
390.77133,390.80646,366.29138,391.0355,388.51578,387.52176,381.09592,388.54623,390.799607193408,387.7992
390.7657,390.8196,366.28772,391.05035,388.5246,387.5283,381.10965,388.57434,390.8207400385306,387.81976
390.7586,390.82376,366.28265,391.06656,388.51962,387.53333,381.1234,388.60245,390.82614202687336,387.8344
390.75748,390.82715,366.27838,391.08188,388.51358,387.5372,381.13718,388.63055,390.82562019143234,387.84763
390.76633,390.82544,366.2796,391.0977,388.51193,387.54022,381.15094,388.65863,390.83615362458687,387.86035
390.77872,390.83783,366.33777,391.1155,388.50787,387.54266,381.1647,388.68677,390.8640862436323,387.87015
