weight_MLP,weight_LSTM,weight_GRU,weight_PINN,weight_TFKAN,weight_EXP,weight_ARIMA,weight_PROPHET
5.860222e-32,1.9301106e-23,3.243402e-33,0.0,3.478323e-10,9.393087e-32,3.8130747e-38,1.0
2.4873828e-32,9.766187e-24,1.4071555e-33,0.0,2.7178118e-10,4.309205e-32,1.3182159e-38,1.0
8.303956e-33,4.0175566e-24,4.931748e-34,0.0,1.9376553e-10,1.6510735e-32,3.252313e-39,1.0
2.9316453e-33,1.741628e-24,1.8391234e-34,0.0,1.37855e-10,6.862354e-33,8.3418e-40,1.0
1.8836358e-33,1.2713522e-24,1.1581609e-34,0.0,1.1955276e-10,4.6241402e-33,4.73279e-40,1.0
1.7391702e-33,1.2754471e-24,1.0419219e-34,0.0,1.1857262e-10,4.179252e-33,4.4457e-40,1.0
2.2514778e-33,1.7137045e-24,1.2183811e-34,0.0,1.3490324e-10,4.638804e-33,6.91633e-40,1.0
1.855664e-33,1.5569684e-24,9.2290156e-35,0.0,1.3304706e-10,3.4116567e-33,6.07984e-40,1.0
9.349108e-34,9.183898e-25,4.5078598e-35,0.0,1.1075523e-10,1.7125463e-33,2.72575e-40,1.0
3.6374975e-34,4.3320144e-25,1.753424e-35,0.0,8.362222e-11,7.0997935e-34,8.4905e-41,1.0
1.3417078e-34,1.951341e-25,6.719635e-36,0.0,6.060789e-11,3.0106024e-34,2.3323e-41,1.0
7.13163e-35,1.2043023e-25,3.7051637e-36,0.0,4.892642e-11,1.8295509e-34,9.946e-42,1.0
6.237093e-35,1.1497188e-25,3.2040332e-36,0.0,4.7537026e-11,1.6094568e-34,8.584e-42,1.0
6.5097924e-35,1.2765319e-25,3.2434586e-36,0.0,4.9821418e-11,1.5983215e-34,9.63e-42,1.0
5.1708504e-35,1.1219895e-25,2.4070995e-36,0.0,4.8489036e-11,1.1574807e-34,7.996e-42,1.0
2.905346e-35,7.2993096e-26,1.26885885e-36,0.0,4.2038106e-11,6.1484594e-35,4.235e-42,1.0
1.2185524e-35,3.6874446e-26,5.1924296e-37,0.0,3.2620507e-11,2.6414147e-35,1.483e-42,1.0
4.760938e-36,1.7494568e-26,2.0641772e-37,0.0,2.4170492e-11,1.1490116e-35,4.46e-43,1.0
2.522003e-36,1.0751235e-26,1.1316196e-37,0.0,1.9504096e-11,6.9644295e-36,1.89e-43,1.0
1.9635385e-36,9.249107e-27,9.012083e-38,0.0,1.8135764e-11,5.7617458e-36,1.36e-43,1.0
2.04831e-36,1.0246932e-26,9.1411603e-38,0.0,1.9004305e-11,5.7547168e-36,1.53e-43,1.0
1.5460511e-36,8.608266e-27,6.583729e-38,0.0,1.8138808e-11,4.0740795e-36,1.16e-43,1.0
8.5629605e-37,5.5365837e-27,3.4471923e-38,0.0,1.5641403e-11,2.1465286e-36,6e-44,1.0
3.7095886e-37,2.8831221e-27,1.4425398e-38,0.0,1.2280544e-11,9.351768e-37,2.2e-44,1.0
1.5015676e-37,1.4130068e-27,5.862682e-39,0.0,9.222612e-12,4.1252944e-37,7e-45,1.0
7.9246674e-38,8.649308e-28,3.194204e-39,0.0,7.433766e-12,2.49088e-37,3e-45,1.0
5.1770994e-38,6.369382e-28,2.247146e-39,0.0,6.464878e-12,1.8729846e-37,1e-45,1.0
4.6695962e-38,6.203824e-28,2.066886e-39,0.0,6.4074514e-12,1.7352964e-37,1e-45,1.0
3.1591004e-38,4.7325284e-28,1.38885e-39,0.0,5.867753e-12,1.1629272e-37,1e-45,1.0
2.2155772e-38,3.7459097e-28,8.57096e-40,0.0,5.5420993e-12,6.974632e-38,1e-45,1.0
1.2123516e-38,2.4005621e-28,4.2102e-40,0.0,4.7480275e-12,3.439862e-38,0.0,1.0
5.775886e-39,1.3602335e-28,1.90924e-40,0.0,3.789055e-12,1.6499352e-38,0.0,1.0
3.525479e-39,9.456197e-29,1.1444e-40,0.0,3.2270963e-12,1.076545e-38,0.0,1.0
2.475003e-39,7.3957997e-29,8.4145e-41,0.0,2.889872e-12,8.429616e-39,0.0,1.0
1.965761e-39,6.428769e-29,7.1018e-41,0.0,2.732081e-12,7.319867e-39,0.0,1.0
1.3197e-39,4.8718685e-29,4.7713e-41,0.0,2.4944964e-12,4.903354e-39,0.0,1.0
6.99237e-40,3.0201e-29,2.439e-41,0.0,2.1157358e-12,2.521239e-39,0.0,1.0
3.68876e-40,1.876382e-29,1.1705e-41,0.0,1.788069e-12,1.216868e-39,0.0,1.0
1.91873e-40,1.1501552e-29,5.629e-42,0.0,1.474674e-12,6.09625e-40,0.0,1.0
1.23806e-40,8.393941e-30,3.493e-42,0.0,1.2821479e-12,4.09298e-40,0.0,1.0
9.0276e-41,6.776597e-30,2.622e-42,0.0,1.1647266e-12,3.27164e-40,0.0,1.0
7.173e-41,5.8822215e-30,2.215e-42,0.0,1.1019924e-12,2.8539e-40,0.0,1.0
4.025e-41,3.8075375e-30,1.324e-42,0.0,9.400705e-13,1.74193e-40,0.0,1.0
2.1415e-41,2.3713797e-30,6.8e-43,0.0,7.984395e-13,8.9707e-41,0.0,1.0
9.383e-42,1.2521298e-30,2.89e-43,0.0,6.295681e-13,3.9096e-41,0.0,1.0
5.171e-42,8.078931e-31,1.44e-43,0.0,5.3123863e-13,2.014e-41,0.0,1.0
3.781e-42,6.583376e-31,9.7e-44,0.0,4.8386994e-13,1.4435e-41,0.0,1.0
