forecast_step,MoE_TB
3629,554.1732
3630,554.226
3631,554.27856
3632,554.3307
3633,554.38275
3634,554.43506
3635,554.4878
3636,554.5408
3637,554.5934
3638,554.64545
3639,554.6974
3640,554.74994
3641,554.80304
3642,554.8565
3643,554.90936
3644,554.9613
3645,555.0127
3646,555.0642
3647,555.1162
3648,555.16876
3649,555.22144
3650,555.2737
3651,555.3257
3652,555.3779
3653,555.4306
3654,555.4834
3655,555.536
3656,555.5882
3657,555.6403
3658,555.6927
3659,555.74567
3660,555.7987
3661,555.8515
3662,555.9037
3663,555.95593
3664,556.00867
3665,556.0621
3666,556.11566
3667,556.16876
3668,556.22107
3669,556.2727
3670,556.32446
3671,556.37683
3672,556.4297
3673,556.48267
3674,556.53516
3675,556.5875
3676,556.64014
3677,556.693
3678,556.74603
3679,556.79895
3680,556.8515
3681,556.9039
3682,556.9565
3683,557.0096
3684,557.06287
3685,557.11584
3686,557.16833
3687,557.22076
3688,557.27356
3689,557.32715
3690,557.38074
3691,557.43396
3692,557.4863
3693,557.5381
3694,557.58984
3695,557.6423
3696,557.6951
3697,557.74805
3698,557.80054
3699,557.85284
3700,557.9053
3701,557.958
3702,558.011
3703,558.06366
3704,558.11597
3705,558.1682
3706,558.2206
3707,558.2735
3708,558.3264
3709,558.37915
3710,558.43134
3711,558.4835
3712,558.536
3713,558.58905
3714,558.64233
3715,558.6951
3716,558.74713
3717,558.7985
3718,558.8499
3719,558.902
3720,558.95447
3721,559.0068
3722,559.05884
3723,559.1107
3724,559.1627
3725,559.2151
3726,559.2676
3727,559.3198
3728,559.37177
3729,559.4235
3730,559.4755
3731,559.52795
3732,559.58057
3733,559.6328
3734,559.68463
3735,559.7363
3736,559.7885
3737,559.8413
3738,559.89417
3739,559.9468
3740,559.99835
3741,560.0494
3742,560.1006
3743,560.1523
3744,560.2044
3745,560.25665
3746,560.30853
3747,560.36017
3748,560.412
3749,560.46423
3750,560.5166
3751,560.5687
3752,560.6205
3753,560.6722
3754,560.72406
3755,560.7765
3756,560.8291
3757,560.8813
3758,560.93304
3759,560.98474
3760,561.037
3761,561.08984
3762,561.14276
3763,561.19543
3764,561.2471
3765,561.29834
3766,561.34955
3767,561.40137
3768,561.45374
3769,561.50616
3770,561.55804
3771,561.6099
3772,561.6619
3773,561.71436
3774,561.7667
3775,561.8191
3776,561.8711
3777,561.9229
3778,561.9751
3779,562.0277
3780,562.0804
3781,562.13275
3782,562.1848
3783,562.23676
3784,562.2891
3785,562.3421
3786,562.3953
3787,562.448
3788,562.4999
3789,562.55115
3790,562.6026
3791,562.65454
3792,562.7071
3793,562.75946
3794,562.8117
3795,562.8635
3796,562.9156
3797,562.968
3798,563.0206
3799,563.073
3800,563.12506
3801,563.1769
3802,563.22894
3803,563.2817
3804,563.33435
3805,563.3868
3806,563.4387
3807,563.49054
3808,563.5429
3809,563.5958
3810,563.649
3811,563.70154
3812,563.7534
3813,563.8045
3814,563.85583
3815,563.9078
3816,563.96
3817,564.01227
3818,564.0643
3819,564.116
3820,564.168
3821,564.2201
3822,564.2726
3823,564.32477
3824,564.3766
3825,564.42816
3826,564.4801
3827,564.53253
3828,564.5851
3829,564.6372
3830,564.6889
3831,564.7406
3832,564.79266
3833,564.8453
3834,564.8982
3835,564.95074
3836,565.0022
3837,565.05316
3838,565.10425
3839,565.1559
3840,565.20795
3841,565.26
3842,565.3117
3843,565.3633
3844,565.415
3845,565.467
3846,565.5192
3847,565.5712
3848,565.6228
3849,565.6742
3850,565.72595
3851,565.7782
3852,565.83044
3853,565.88245
3854,565.934
3855,565.9855
3856,566.03735
3857,566.0899
3858,566.1426
3859,566.1949
3860,566.24634
3861,566.29706
3862,566.34796
3863,566.39935
3864,566.4513
3865,566.5032
3866,566.5548
3867,566.60614
3868,566.65765
3869,566.70953
3870,566.76154
3871,566.8134
3872,566.8649
3873,566.91614
3874,566.9678
3875,567.0199
3876,567.07196
3877,567.12384
3878,567.1753
3879,567.22656
3880,567.2784
3881,567.33075
3882,567.3835
3883,567.43555
3884,567.4868
3885,567.53735
3886,567.5881
3887,567.6394
3888,567.69116
3889,567.7429
3890,567.7945
3891,567.8457
3892,567.89703
3893,567.9488
3894,568.00073
3895,568.05255
3896,568.1038
3897,568.155
3898,568.2064
3899,568.2584
3900,568.31055
3901,568.36224
3902,568.4135
3903,568.4648
3904,568.51636
3905,568.5687
3906,568.6213
3907,568.6734
3908,568.7245
3909,568.775
3910,568.82556
3911,568.87695
3912,568.9285
3913,568.9803
3914,569.03174
3915,569.0828
3916,569.1342
3917,569.1859
3918,569.23785
3919,569.28955
3920,569.3408
3921,569.3919
3922,569.44336
3923,569.49536
3924,569.54736
3925,569.59924
3926,569.6505
3927,569.7018
3928,569.7534
3929,569.80585
3930,569.85834
3931,569.9106
3932,569.9617
3933,570.01215
3934,570.06274
3935,570.1141
3936,570.1658
3937,570.2176
3938,570.2691
3939,570.3203
3940,570.37164
3941,570.42346
3942,570.4755
3943,570.5273
3944,570.57855
3945,570.62976
3946,570.68134
3947,570.73334
3948,570.7856
3949,570.83734
3950,570.88873
3951,570.9399
3952,570.99176
3953,571.04425
3954,571.097
3955,571.1492
3956,571.2003
3957,571.2508
3958,571.30145
3959,571.35266
3960,571.40454
3961,571.45636
3962,571.50793
3963,571.55914
3964,571.61035
3965,571.6623
3966,571.7143
3967,571.76605
3968,571.81744
3969,571.86865
3970,571.92017
3971,571.97217
3972,572.02435
3973,572.0762
3974,572.1275
3975,572.17865
3976,572.23035
3977,572.2828
3978,572.3356
3979,572.38776
3980,572.4388
3981,572.4892
3982,572.5398
3983,572.591
3984,572.6428
3985,572.6946
3986,572.74603
3987,572.7972
3988,572.84845
3989,572.90027
3990,572.95215
3991,573.0039
3992,573.0551
3993,573.1062
3994,573.1576
3995,573.2097
3996,573.2618
3997,573.31354
3998,573.3648
3999,573.41595
4000,573.4675
4001,573.52
4002,573.5728
4003,573.62494
4004,573.676
4005,573.7264
4006,573.7769
4007,573.8281
4008,573.87994
4009,573.93164
4010,573.98315
4011,574.03424
4012,574.08563
4013,574.13745
4014,574.1894
4015,574.24115
4016,574.2925
4017,574.3436
4018,574.3952
4019,574.44727
4020,574.4995
4021,574.5514
4022,574.6028
4023,574.654
4024,574.7058
4025,574.7584
4026,574.81134
4027,574.8635
4028,574.9148
4029,574.96533
4030,575.01605
4031,575.06726
4032,575.1192
4033,575.1712
4034,575.2228
4035,575.2741
4036,575.3257
4037,575.37756
4038,575.4299
4039,575.48175
4040,575.5333
4041,575.58466
4042,575.6364
4043,575.6886
4044,575.741
4045,575.7932
4046,575.8447
4047,575.8961
4048,575.9481
4049,576.00085
4050,576.054
4051,576.10645
4052,576.1578
4053,576.2085
4054,576.2593
4055,576.3108
4056,576.36285
4057,576.4151
4058,576.46686
4059,576.5183
4060,576.56995
4061,576.62213
4062,576.6746
4063,576.7266
4064,576.7783
4065,576.8298
4066,576.88165
4067,576.934
4068,576.98663
4069,577.03894
4070,577.0906
4071,577.1421
4072,577.1942
4073,577.2472
4074,577.30054
4075,577.35297
4076,577.40454
4077,577.4554
4078,577.50635
4079,577.5579
4080,577.61017
4081,577.6625
4082,577.71436
4083,577.766
4084,577.8178
4085,577.8702
4086,577.92267
4087,577.975
4088,578.0268
4089,578.07837
4090,578.1303
4091,578.1829
4092,578.2357
4093,578.2881
4094,578.34
4095,578.39166
4096,578.444
4097,578.4972
4098,578.55066
4099,578.60333
4100,578.65515
4101,578.7061
4102,578.75726
4103,578.8091
4104,578.8615
4105,578.91406
4106,578.9661
4107,579.01794
4108,579.07
4109,579.12256
4110,579.17523
4111,579.2278
4112,579.27985
4113,579.3316
4114,579.38385
4115,579.43665
4116,579.4896
4117,579.5423
4118,579.5943
4119,579.6462
4120,579.6988
4121,579.7521
4122,579.8057
4123,579.8587
4124,579.9107
4125,579.9619
4126,580.01306
4127,580.0651
4128,580.11774
4129,580.1705
4130,580.2226
4131,580.27466
4132,580.32684
4133,580.3795
4134,580.4323
4135,580.4849
4136,580.53705
4137,580.58905
4138,580.64124
4139,580.6942
4140,580.7473
4141,580.7999
4142,580.85205
4143,580.90405
4144,580.9566
4145,581.01
4146,581.0636
4147,581.1166
4148,581.1685
4149,581.21967
4150,581.271
4151,581.32306
4152,581.3757
4153,581.4283
4154,581.48047
4155,581.5324
4156,581.5845
4157,581.6371
4158,581.68994
4159,581.74255
4160,581.7945
4161,581.84644
4162,581.8986
4163,581.95154
4164,582.0045
4165,582.05707
4166,582.109
4167,582.161
4168,582.2135
4169,582.2668
4170,582.3204
4171,582.37335
4172,582.4252
4173,582.4763
4174,582.52747
4175,582.57947
4176,582.632
4177,582.6845
4178,582.7367
4179,582.7886
4180,582.8407
4181,582.8933
4182,582.946
4183,582.9986
4184,583.05066
4185,583.10254
4186,583.15466
4187,583.2075
4188,583.2605
4189,583.31323
4190,583.3651
4191,583.41705
4192,583.46954
4193,583.52295
4194,583.57654
4195,583.62964
4196,583.68134
4197,583.7326
4198,583.7838
4199,583.8358
4200,583.8884
4201,583.94116
4202,583.9933
4203,584.04535
4204,584.0974
4205,584.15015
4206,584.20294
4207,584.2556
4208,584.3077
4209,584.3596
4210,584.4119
4211,584.46484
4212,584.51794
4213,584.57056
4214,584.62274
4215,584.6747
4216,584.7273
4217,584.7807
4218,584.83435
4219,584.8873
4220,584.9394
4221,584.9906
4222,585.0419
4223,585.09393
4224,585.1466
4225,585.19934
4226,585.2516
4227,585.3036
4228,585.3558
4229,585.4085
4230,585.4613
4231,585.51385
4232,585.566
4233,585.61804
4234,585.67035
4235,585.72314
4236,585.77625
4237,585.82904
4238,585.8811
4239,585.93317
4240,585.9858
4241,586.03925
4242,586.0929
4243,586.1459
4244,586.19794
4245,586.2492
4246,586.30054
4247,586.35266
4248,586.40546
4249,586.4581
4250,586.51056
4251,586.5626
4252,586.61487
4253,586.66766
4254,586.7207
4255,586.77344
4256,586.8258
4257,586.87787
4258,586.9304
4259,586.9835
4260,587.0368
4261,587.0898
4262,587.1421
4263,587.1945
4264,587.24744
4265,587.30115
4266,587.3551
4267,587.4086
4268,587.461
4269,587.5127
4270,587.5645
4271,587.617
4272,587.67035
4273,587.72345
4274,587.7763
4275,587.82904
4276,587.8819
4277,587.93524
4278,587.9888
4279,588.04224
4280,588.0951
4281,588.1478
4282,588.20105
4283,588.2548
4284,588.3089
4285,588.3624
4286,588.4155
4287,588.4686
4288,588.5223
4289,588.5766
4290,588.6315
4291,588.6855
4292,588.73865
4293,588.791
4294,588.8437
4295,588.89703
4296,588.951
4297,589.0049
4298,589.05853
4299,589.1118
4300,589.1654
4301,589.21936
4302,589.2736
4303,589.32764
4304,589.38116
4305,589.43445
4306,589.48834
4307,589.5426
4308,589.5971
4309,589.6511
4310,589.7047
4311,589.7583
4312,589.8123
4313,589.867
4314,589.92194
4315,589.97644
4316,590.02985
4317,590.0825
4318,590.1355
4319,590.1889
4320,590.243
4321,590.29706
4322,590.3506
4323,590.404
4324,590.4576
4325,590.5114
4326,590.5656
4327,590.6194
4328,590.6728
4329,590.7261
4330,590.7795
4331,590.83356
4332,590.88776
4333,590.94147
4334,590.9946
4335,591.0477
4336,591.1014
4337,591.15564
4338,591.21
4339,591.2639
4340,591.31683
4341,591.3691
4342,591.4214
4343,591.4743
4344,591.5278
4345,591.5811
4346,591.6341
4347,591.6869
4348,591.73975
4349,591.793
4350,591.84644
4351,591.89966
4352,591.9524
4353,592.00494
4354,592.0578
4355,592.11115
4356,592.1646
4357,592.2176
4358,592.27026
4359,592.32263
4360,592.3757
4361,592.42926
4362,592.48303
4363,592.5364
4364,592.5886
4365,592.64044
4366,592.6922
4367,592.7446
4368,592.7976
4369,592.8506
4370,592.903
4371,592.95544
4372,593.0078
4373,593.0607
4374,593.1139
4375,593.1667
4376,593.2191
4377,593.27155
4378,593.3241
4379,593.3772
4380,593.4304
4381,593.48334
4382,593.5358
4383,593.58813
4384,593.6411
4385,593.69464
4386,593.74835
4387,593.80164
4388,593.85406
4389,593.9059
4390,593.95776
4391,594.0104
4392,594.06335
4393,594.1164
4394,594.1691
4395,594.2216
4396,594.2743
4397,594.3275
4398,594.38074
4399,594.43384
4400,594.4865
4401,594.539
4402,594.5919
4403,594.6453
4404,594.6988
4405,594.752
4406,594.80475
4407,594.8574
4408,594.91046
4409,594.96436
4410,595.01825
4411,595.0718
4412,595.1244
4413,595.1765
4414,595.22864
4415,595.2814
4416,595.33453
4417,595.38776
4418,595.44073
4419,595.4934
4420,595.5462
4421,595.59937
4422,595.6527
4423,595.70593
4424,595.75854
4425,595.8112
4426,595.8641
4427,595.9174
4428,595.9709
4429,596.024
4430,596.07666
4431,596.1293
4432,596.18225
4433,596.2358
4434,596.2897
4435,596.3429
4436,596.3953
4437,596.4472
4438,596.4992
4439,596.5517
4440,596.6045
4441,596.6575
4442,596.7101
4443,596.7624
4444,596.81494
4445,596.8677
4446,596.92065
4447,596.9735
4448,597.02576
4449,597.07794
4450,597.1304
4451,597.18335
4452,597.2362
4453,597.289
4454,597.3412
4455,597.3933
4456,597.4458
4457,597.499
4458,597.55225
4459,597.60504
4460,597.65704
4461,597.70856
4462,597.7601
4463,597.8122
4464,597.8646
4465,597.917
4466,597.9693
4467,598.02124
4468,598.07324
4469,598.12573
4470,598.1784
4471,598.23065
4472,598.2827
4473,598.3346
4474,598.3868
4475,598.43933
4476,598.492
4477,598.54443
4478,598.59644
4479,598.6484
4480,598.70056
4481,598.75354
4482,598.8068
4483,598.8595
4484,598.91125
4485,598.96265
4486,599.0141
4487,599.0659
4488,599.11835
4489,599.1708
4490,599.223
4491,599.2749
4492,599.327
4493,599.3795
4494,599.4321
4495,599.48456
4496,599.53656
4497,599.58856
4498,599.64075
4499,599.6935
4500,599.74634
4501,599.7989
4502,599.8511
4503,599.903
4504,599.9555
4505,600.0086
4506,600.06195
4507,600.11475
4508,600.16675
4509,600.21826
4510,600.26984
4511,600.3218
4512,600.37463
4513,600.4271
4514,600.4795
4515,600.53143
4516,600.5837
4517,600.6364
4518,600.6892
4519,600.74176
4520,600.7939
4521,600.84595
4522,600.8984
4523,600.9511
4524,601.00397
4525,601.05676
4526,601.1088
4527,601.16095
4528,601.21344
4529,601.2667
4530,601.31995
4531,601.37286
4532,601.4248
4533,601.4763
4534,601.5279
4535,601.5801
4536,601.63257
4537,601.6852
4538,601.7374
4539,601.78937
4540,601.8415
4541,601.89417
4542,601.9467
4543,601.9992
4544,602.05133
4545,602.1032
4546,602.15546
4547,602.208
4548,602.26086
4549,602.3133
4550,602.3653
4551,602.41724
4552,602.4695
4553,602.5224
4554,602.5757
4555,602.6282
4556,602.68005
4557,602.7313
4558,602.7828
4559,602.83453
4560,602.88684
4561,602.9392
4562,602.99115
4563,603.0429
4564,603.0949
4565,603.14716
4566,603.1996
4567,603.2517
4568,603.30365
4569,603.3553
4570,603.4072
4571,603.45966
4572,603.51215
4573,603.56433
4574,603.6162
4575,603.6678
4576,603.72
4577,603.7727
4578,603.82544
4579,603.87805
4580,603.9296
4581,603.98065
4582,604.0317
4583,604.08344
4584,604.1355
4585,604.18756
4586,604.23944
4587,604.291
4588,604.3427
4589,604.3948
4590,604.447
4591,604.499
4592,604.5507
4593,604.60223
4594,604.654
4595,604.70624
4596,604.75854
4597,604.8107
4598,604.8622
4599,604.91364
4600,604.9657
4601,605.01825
4602,605.071
4603,605.1232
4604,605.1746
4605,605.2255
4606,605.27655
4607,605.328
4608,605.38
4609,605.43195
4610,605.4835
4611,605.53503
4612,605.5867
4613,605.63855
4614,605.6906
4615,605.7425
4616,605.79407
4617,605.84534
4618,605.89703
4619,605.949
4620,606.0014
4621,606.05334
4622,606.1046
4623,606.15607
4624,606.2078
4625,606.2603
4626,606.313
4627,606.3652
4628,606.41644
4629,606.4672
4630,606.5179
4631,606.5693
4632,606.6213
4633,606.673
4634,606.72455
4635,606.7759
4636,606.8274
4637,606.87915
4638,606.9312
4639,606.9829
4640,607.0343
4641,607.0856
4642,607.1371
4643,607.1892
4644,607.2414
4645,607.29315
4646,607.3445
4647,607.3959
4648,607.4475
4649,607.5
4650,607.5526
4651,607.6048
4652,607.656
4653,607.7067
4654,607.75745
4655,607.8088
4656,607.8607
4657,607.9125
4658,607.964
4659,608.0152
4660,608.0668
4661,608.1186
4662,608.17053
4663,608.2223
4664,608.27374
4665,608.325
4666,608.37665
4667,608.4287
4668,608.4809
4669,608.5329
4670,608.58417
4671,608.63556
4672,608.68744
4673,608.7398
4674,608.79254
4675,608.8447
4676,608.896
4677,608.9468
4678,608.9974
4679,609.0489
4680,609.10077
4681,609.15265
4682,609.20416
4683,609.2555
4684,609.30707
4685,609.359
4686,609.411
4687,609.4628
4688,609.51434
4689,609.56555
4690,609.6172
4691,609.66925
4692,609.7215
4693,609.7735
4694,609.8248
4695,609.87616
4696,609.92804
4697,609.9806
4698,610.0332
4699,610.0854
4700,610.1367
4701,610.1873
4702,610.2381
4703,610.28937
4704,610.34125
4705,610.3931
4706,610.44464
4707,610.496
4708,610.54736
4709,610.59924
4710,610.65125
4711,610.703
4712,610.75446
4713,610.8056
4714,610.8571
4715,610.9091
4716,610.9614
4717,611.0133
4718,611.06464
4719,611.1158
4720,611.1676
4721,611.22
4722,611.27264
4723,611.32477
4724,611.376
4725,611.4264
4726,611.4772
4727,611.5285
4728,611.5804
4729,611.632
4730,611.6835
4731,611.7348
4732,611.78613
4733,611.8379
4734,611.8899
4735,611.9417
4736,611.99304
4737,612.0442
4738,612.0957
4739,612.14777
4740,612.1999
4741,612.25183
4742,612.3031
4743,612.35425
4744,612.4061
4745,612.4586
4746,612.5112
4747,612.5635
4748,612.6147
4749,612.66516
4750,612.716
4751,612.76733
4752,612.8192
4753,612.87103
4754,612.92255
4755,612.9739
4756,613.02545
4757,613.0772
4758,613.12933
4759,613.18134
4760,613.2327
4761,613.284
4762,613.33563
4763,613.3879
4764,613.4402
4765,613.49207
4766,613.54364
4767,613.59503
4768,613.64703
4769,613.6995
4770,613.75244
4771,613.8048
4772,613.8561
4773,613.90674
4774,613.9577
4775,614.00916
4776,614.0612
4777,614.1132
4778,614.1649
4779,614.21643
4780,614.268
4781,614.32007
4782,614.3723
4783,614.42426
4784,614.47595
4785,614.52734
4786,614.57916
4787,614.6314
4788,614.684
4789,614.736
4790,614.7877
4791,614.83923
4792,614.89124
4793,614.94403
4794,614.99695
4795,615.0495
4796,615.1009
4797,615.1518
4798,615.20276
4799,615.2544
4800,615.3065
4801,615.35864
4802,615.41046
4803,615.46204
4804,615.51385
4805,615.5659
4806,615.61835
4807,615.6705
4808,615.7221
4809,615.7736
4810,615.8255
4811,615.87805
4812,615.93054
4813,615.9827
4814,616.0345
4815,616.0861
4816,616.1383
4817,616.1912
4818,616.2443
4819,616.29694
4820,616.3486
4821,616.3995
4822,616.4506
4823,616.5023
4824,616.55457
4825,616.6069
4826,616.6588
4827,616.71045
4828,616.7624
4829,616.8147
4830,616.86725
4831,616.91956
4832,616.97144
4833,617.0231
4834,617.07513
4835,617.12775
4836,617.1804
4837,617.23285
4838,617.2849
4839,617.33655
4840,617.3889
4841,617.442
4842,617.49524
4843,617.54803
4844,617.5998
4845,617.65094
4846,617.7022
4847,617.7541
4848,617.8065
4849,617.8591
4850,617.9111
4851,617.9631
4852,618.0151
4853,618.0676
4854,618.12024
4855,618.17267
4856,618.2247
4857,618.27655
4858,618.32874
4859,618.3815
4860,618.43427
4861,618.4869
4862,618.53894
4863,618.5908
4864,618.6432
4865,618.6963
4866,618.7498
4867,618.8026
4868,618.85443
4869,618.90564
4870,618.957
4871,619.0091
4872,619.06146
4873,619.114
4874,619.1661
4875,619.21796
4876,619.2701
4877,619.3225
4878,619.3752
4879,619.4277
4880,619.4797
4881,619.5315
4882,619.58374
4883,619.63635
4884,619.6892
4885,619.74164
4886,619.7936
4887,619.84546
4888,619.8978
4889,619.951
4890,620.00433
4891,620.05707
4892,620.10876
4893,620.1599
4894,620.2111
4895,620.26306
4896,620.3154
4897,620.368
4898,620.42004
4899,620.47186
4900,620.52374
4901,620.5762
4902,620.6287
4903,620.68115
4904,620.733
4905,620.7848
4906,620.837
4907,620.88947
4908,620.9423
4909,620.9947
4910,621.04663
4911,621.0983
4912,621.1507
4913,621.2038
4914,621.257
4915,621.30975
4916,621.3615
4917,621.4126
4918,621.4638
4919,621.5157
4920,621.5681
4921,621.62054
4922,621.67267
4923,621.7244
4924,621.77637
4925,621.82874
4926,621.8815
4927,621.9338
4928,621.9857
4929,622.0376
4930,622.0897
4931,622.1424
4932,622.1951
4933,622.2476
4934,622.29956
4935,622.35144
4936,622.40375
4937,622.45685
4938,622.5102
4939,622.563
4940,622.6148
4941,622.6659
4942,622.7173
4943,622.76917
4944,622.8215
4945,622.87396
4946,622.9262
4947,622.978
4948,623.03
4949,623.0825
4950,623.13525
4951,623.18756
4952,623.23956
4953,623.2914
4954,623.3435
4955,623.39624
4956,623.449
4957,623.50134
4958,623.55347
4959,623.6052
4960,623.6577
4961,623.7108
4962,623.76416
4963,623.81683
4964,623.8686
4965,623.9199
4966,623.9711
4967,624.0231
4968,624.07556
4969,624.128
4970,624.1801
4971,624.23193
4972,624.284
4973,624.3364
4974,624.38916
4975,624.4415
4976,624.49347
4977,624.5454
4978,624.5976
4979,624.6502
4980,624.7031
4981,624.7557
4982,624.8077
4983,624.8596
4984,624.9121
4985,624.9653
4986,625.0186
4987,625.07153
4988,625.1234
4989,625.1748
4990,625.22614
4991,625.27826
4992,625.331
4993,625.38367
4994,625.436
4995,625.48804
4996,625.5403
4997,625.5931
4998,625.64606
4999,625.69867
5000,625.75104
5001,625.8032
5002,625.85583
5003,625.9088
5004,625.96216
5005,626.01514
5006,626.06757
5007,626.1199
5008,626.1728
5009,626.2265
5010,626.28046
5011,626.3338
5012,626.3862
5013,626.4382
5014,626.49023
5015,626.54285
5016,626.59607
5017,626.6494
5018,626.7023
5019,626.75494
5020,626.80786
5021,626.86127
5022,626.9148
5023,626.9681
5024,627.02106
5025,627.0741
5026,627.12714
5027,627.1808
5028,627.23474
5029,627.2882
5030,627.34125
5031,627.3943
5032,627.44775
5033,627.5021
5034,627.5564
5035,627.61035
5036,627.66327
5037,627.7158
5038,627.7684
5039,627.8215
5040,627.8752
5041,627.9288
5042,627.9822
5043,628.03534
5044,628.0885
5045,628.1421
5046,628.196
5047,628.2496
5048,628.3027
5049,628.3559
5050,628.40924
5051,628.463
5052,628.5169
5053,628.57043
5054,628.6238
5055,628.67664
5056,628.73016
5057,628.7843
5058,628.8385
5059,628.89215
5060,628.9451
5061,628.9974
5062,629.0498
5063,629.1027
5064,629.15607
5065,629.2094
5066,629.2625
5067,629.31525
5068,629.3681
5069,629.4213
5070,629.4747
5071,629.5278
5072,629.5806
5073,629.6332
5074,629.6859
5075,629.7392
5076,629.79254
5077,629.8456
5078,629.89813
5079,629.95056
5080,630.0035
5081,630.0569
5082,630.1105
5083,630.1637
5084,630.216
5085,630.2677
5086,630.31946
5087,630.3717
5088,630.42456
5089,630.4773
5090,630.5296
5091,630.5819
5092,630.6342
5093,630.6869
5094,630.7396
5095,630.7923
5096,630.8445
5097,630.89655
5098,630.94885
5099,631.0017
5100,631.05457
5101,631.1072
5102,631.15924
5103,631.2113
5104,631.26385
5105,631.317
5106,631.3702
5107,631.4229
5108,631.47504
5109,631.5267
5110,631.5781
5111,631.6303
5112,631.6828
5113,631.7355
5114,631.7876
5115,631.83984
5116,631.892
5117,631.9447
5118,631.9975
5119,632.05
5120,632.10223
5121,632.15436
5122,632.2068
5123,632.25946
5124,632.31256
5125,632.3653
5126,632.4175
5127,632.4697
5128,632.52234
5129,632.5756
5130,632.62897
5131,632.6821
5132,632.7342
5133,632.7861
5134,632.8378
5135,632.8902
5136,632.9429
5137,632.9958
5138,633.0482
5139,633.1005
5140,633.153
5141,633.2059
5142,633.25885
5143,633.31165
5144,633.3641
5145,633.4164
5146,633.46893
5147,633.5219
5148,633.5751
5149,633.62787
5150,633.68024
5151,633.73267
5152,633.78534
5153,633.8386
5154,633.8921
5155,633.94525
5156,633.99744
5157,634.0492
5158,634.101
5159,634.1534
5160,634.2061
5161,634.2589
5162,634.31116
5163,634.3635
5164,634.41583
5165,634.4685
5166,634.5213
5167,634.5739
5168,634.6261
5169,634.67816
5170,634.7306
5171,634.7833
5172,634.8361
5173,634.8886
5174,634.94073
5175,634.9928
5176,635.0452
5177,635.0982
5178,635.15125
5179,635.20386
5180,635.2558
5181,635.30725
5182,635.3585
5183,635.4106
5184,635.46277
5185,635.5152
5186,635.56726
5187,635.61896
5188,635.671
5189,635.7232
5190,635.7755
5191,635.8277
5192,635.8795
5193,635.93115
5194,635.9831
5195,636.0355
5196,636.08795
5197,636.14
5198,636.1918
5199,636.2434
5200,636.29553
5201,636.3481
5202,636.4008
5203,636.45306
5204,636.50464
5205,636.55585
5206,636.60693
5207,636.65857
5208,636.71063
5209,636.76263
5210,636.8145
5211,636.8661
5212,636.91785
5213,636.9699
5214,637.02216
5215,637.07416
5216,637.1258
5217,637.1773
5218,637.2292
5219,637.2815
5220,637.3339
5221,637.3859
5222,637.4377
5223,637.4892
5224,637.5413
5225,637.5938
5226,637.64667
5227,637.6991
5228,637.75073
5229,637.8017
5230,637.85297
5231,637.9047
5232,637.957
5233,638.00903
5234,638.0609
5235,638.1127
5236,638.1644
5237,638.2166
5238,638.269
5239,638.32117
5240,638.373
5241,638.4247
5242,638.4767
5243,638.52893
5244,638.5815
5245,638.6337
5246,638.6856
5247,638.73737
5248,638.78955
5249,638.8422
5250,638.89514
5251,638.9476
5252,638.9993
5253,639.0505
5254,639.10187
5255,639.1537
5256,639.20593
5257,639.2581
5258,639.3101
5259,639.3619
5260,639.41376
5261,639.466
5262,639.5183
5263,639.57043
5264,639.62225
5265,639.674
5266,639.7259
5267,639.7782
5268,639.83075
5269,639.8829
5270,639.9346
5271,639.98627
5272,640.03845
5273,640.091
5274,640.14374
5275,640.19604
5276,640.24774
5277,640.2989
5278,640.35004
5279,640.40173
5280,640.45386
5281,640.5058
5282,640.55756
5283,640.60913
5284,640.6608
5285,640.71295
5286,640.765
5287,640.8169
5288,640.86865
5289,640.92004
5290,640.9718
5291,641.0239
5292,641.0763
5293,641.1282
5294,641.17957
5295,641.2311
5296,641.28296
5297,641.3354
5298,641.3878
5299,641.44
5300,641.4914
5301,641.54236
5302,641.59326
5303,641.6447
5304,641.69653
5305,641.7484
5306,641.79987
5307,641.85126
5308,641.9027
5309,641.9545
5310,642.00653
5311,642.0582
5312,642.10956
5313,642.161
5314,642.2124
5315,642.26447
5316,642.31635
5317,642.36816
5318,642.4195
5319,642.47076
5320,642.5225
5321,642.57477
5322,642.62714
5323,642.679
5324,642.73016
5325,642.78094
5326,642.83167
5327,642.88293
5328,642.9347
5329,642.9863
5330,643.03766
5331,643.089
5332,643.14026
5333,643.1919
5334,643.2437
5335,643.2953
5336,643.3465
5337,643.39777
5338,643.4491
5339,643.50104
5340,643.5528
5341,643.6044
5342,643.65564
5343,643.7068
5344,643.75824
5345,643.8103
5346,643.8626
5347,643.9144
5348,643.9655
5349,644.01605
5350,644.0668
5351,644.1179
5352,644.16943
5353,644.22095
5354,644.2722
5355,644.3233
5356,644.37445
5357,644.426
5358,644.47766
5359,644.5292
5360,644.58026
5361,644.6313
5362,644.68256
5363,644.73425
5364,644.786
5365,644.8375
5366,644.88873
5367,644.93976
5368,644.9912
5369,645.0431
5370,645.09534
5371,645.1471
5372,645.19794
5373,645.2485
5374,645.29913
5375,645.35016
5376,645.40155
5377,645.4531
5378,645.5043
5379,645.5553
5380,645.6064
5381,645.65784
5382,645.7096
5383,645.761
5384,645.81213
5385,645.8631
5386,645.9143
5387,645.96594
5388,646.01776
5389,646.0692
5390,646.1203
5391,646.1713
5392,646.2227
